"SourceContinent","ExporterContinent","ConsumerContinent","year","Nutrient","Unit","Value","rec_intake_adults","rni_amount"
"Europe","Asia","PICs",2017,"Vitaminb12","mcg",235146887.752868,2.4,97977869.8970283
"Europe","Asia","PICs",2018,"Protein","g",1637173549.65768,50,32743470.9931537
"Europe","Asia","PICs",2018,"Fattyacids","g",76153074.4384929,1.4,54395053.1703521
"Europe","Asia","PICs",2018,"Calcium","mg",2143642079.4362,1300,1648955.44572015
"Europe","Asia","PICs",2018,"Zinc","mg",52314216.5981412,11,4755837.87255829
"Europe","Asia","PICs",2018,"Iron","mg",55407614.0755491,18,3078200.78197495
"Europe","Asia","PICs",2018,"Vitamina","mcg",2049578370.44759,900,2277309.30049733
"Europe","Asia","PICs",2018,"Vitaminb12","mcg",424268155.282486,2.4,176778398.034369
"Europe","Asia","PICs",2019,"Protein","g",1576498913.03054,50,31529978.2606109
"Europe","Asia","PICs",2019,"Fattyacids","g",99164684.6140215,1.4,70831917.5814439
"Europe","Asia","PICs",2019,"Calcium","mg",2870225712.11171,1300,2207865.93239362
"Europe","Asia","PICs",2019,"Zinc","mg",59616352.6444743,11,5419668.42222494
"Europe","Asia","PICs",2019,"Iron","mg",80046307.8276124,18,4447017.10153402
"Europe","Asia","PICs",2019,"Vitamina","mcg",2539619535.94368,900,2821799.48438186
"Europe","Asia","PICs",2019,"Vitaminb12","mcg",603513953.557184,2.4,251464147.315493
"Europe","Asia","PICs",2020,"Protein","g",455687517.862429,50,9113750.35724859
"Europe","Asia","PICs",2020,"Fattyacids","g",50919995.6979917,1.4,36371425.4985655
"Europe","Asia","PICs",2020,"Calcium","mg",574847831.410109,1300,442190.639546238
"Europe","Asia","PICs",2020,"Zinc","mg",18117439.5773018,11,1647039.96157289
"Europe","Asia","PICs",2020,"Iron","mg",28085897.6327517,18,1560327.64626398
"Europe","Asia","PICs",2020,"Vitamina","mcg",890422000.919207,900,989357.778799119
"Europe","Asia","PICs",2020,"Vitaminb12","mcg",219171349.712633,2.4,91321395.7135969
"Europe","Europe","PICs",2007,"Protein","g",2887133.50613845,50,57742.670122769
"Europe","Europe","PICs",2007,"Fattyacids","g",76673.8539896743,1.4,54767.0385640531
"Europe","Europe","PICs",2007,"Calcium","mg",1792861.5112093,1300,1379.12423939177
"Europe","Europe","PICs",2007,"Zinc","mg",110296.959883682,11,10026.996353062
"Europe","Europe","PICs",2007,"Iron","mg",200210.9126979,18,11122.8284832167
"Europe","Europe","PICs",2007,"Vitamina","mcg",2343038.02114102,900,2603.37557904558
"Europe","Europe","PICs",2007,"Vitaminb12","mcg",777619.904792723,2.4,324008.293663635
"Europe","Europe","PICs",2008,"Protein","g",281164150.299218,50,5623283.00598436
"Europe","Europe","PICs",2008,"Fattyacids","g",10380814.3884388,1.4,7414867.42031345
"Europe","Europe","PICs",2008,"Calcium","mg",126989398.940588,1300,97684.1530312216
"Europe","Europe","PICs",2008,"Zinc","mg",11533986.017788,11,1048544.18343528
"Europe","Europe","PICs",2008,"Iron","mg",20287540.7674546,18,1127085.59819192
"Europe","Europe","PICs",2008,"Vitamina","mcg",168835206.241319,900,187594.673601466
"Europe","Europe","PICs",2008,"Vitaminb12","mcg",100580507.18447,2.4,41908544.6601959
"Europe","Europe","PICs",2009,"Protein","g",21044847.7923052,50,420896.955846105
"Europe","Europe","PICs",2009,"Fattyacids","g",1862218.51940391,1.4,1330156.08528851
"Europe","Europe","PICs",2009,"Calcium","mg",33346134.7575934,1300,25650.8728904564
"Europe","Europe","PICs",2009,"Zinc","mg",1398942.30527199,11,127176.573206544
"Europe","Europe","PICs",2009,"Iron","mg",903599.015365393,18,50199.9452980774
"Europe","Europe","PICs",2009,"Vitamina","mcg",28704225.209487,900,31893.5835660967
"Europe","Europe","PICs",2009,"Vitaminb12","mcg",9933422.11695754,2.4,4138925.88206564
"Europe","Europe","PICs",2010,"Protein","g",17512667.8923616,50,350253.357847233
"Europe","Europe","PICs",2010,"Fattyacids","g",1715493.22008601,1.4,1225352.30006144
"Europe","Europe","PICs",2010,"Calcium","mg",16132946.7919269,1300,12409.959070713
"Europe","Europe","PICs",2010,"Zinc","mg",827255.263668641,11,75205.0239698764
"Europe","Europe","PICs",2010,"Iron","mg",892887.735503264,18,49604.8741946258
"Europe","Europe","PICs",2010,"Vitamina","mcg",29067613.2983788,900,32297.3481093097
"Europe","Europe","PICs",2010,"Vitaminb12","mcg",6784012.090315,2.4,2826671.70429792
"Europe","Europe","PICs",2011,"Protein","g",28639748.912731,50,572794.978254621
"Europe","Europe","PICs",2011,"Fattyacids","g",1610530.03312535,1.4,1150378.59508953
"Europe","Europe","PICs",2011,"Calcium","mg",32362186.3243063,1300,24893.9894802356
"Europe","Europe","PICs",2011,"Zinc","mg",1188572.02664174,11,108052.002421976
"Europe","Europe","PICs",2011,"Iron","mg",1464489.89096256,18,81360.5494979201
"Europe","Europe","PICs",2011,"Vitamina","mcg",213131751.945832,900,236813.057717591
"Europe","Europe","PICs",2011,"Vitaminb12","mcg",8481803.31011695,2.4,3534084.71254873
"Europe","Europe","PICs",2012,"Protein","g",84137822.5151137,50,1682756.45030227
"Europe","Europe","PICs",2012,"Fattyacids","g",5317437.15020179,1.4,3798169.39300128
"Europe","Europe","PICs",2012,"Calcium","mg",311167527.205917,1300,239359.636312244
"Europe","Europe","PICs",2012,"Zinc","mg",4984520.60668509,11,453138.236971372
"Europe","Europe","PICs",2012,"Iron","mg",7023792.21775579,18,390210.678764211
"Europe","Europe","PICs",2012,"Vitamina","mcg",198602090.479544,900,220668.989421715
"Europe","Europe","PICs",2012,"Vitaminb12","mcg",20198876.6005713,2.4,8416198.58357139
"Europe","Europe","PICs",2013,"Protein","g",186479121.962619,50,3729582.43925238
"Europe","Europe","PICs",2013,"Fattyacids","g",5083383.31683894,1.4,3630988.08345639
"Europe","Europe","PICs",2013,"Calcium","mg",70018633.3105996,1300,53860.4871619997
"Europe","Europe","PICs",2013,"Zinc","mg",6341395.09476468,11,576490.463160425
"Europe","Europe","PICs",2013,"Iron","mg",14790342.6477614,18,821685.702653411
"Europe","Europe","PICs",2013,"Vitamina","mcg",99359660.4914441,900,110399.622768271
"Europe","Europe","PICs",2013,"Vitaminb12","mcg",61753521.0999835,2.4,25730633.7916598
"Europe","Europe","PICs",2014,"Protein","g",26375855.7316772,50,527517.114633545
"Europe","Europe","PICs",2014,"Fattyacids","g",806798.978715914,1.4,576284.984797081
"Europe","Europe","PICs",2014,"Calcium","mg",16710120.1838373,1300,12853.9386029518
"Europe","Europe","PICs",2014,"Zinc","mg",1027395.47240118,11,93399.5884001069
"Europe","Europe","PICs",2014,"Iron","mg",2623448.57113984,18,145747.142841102
"Europe","Europe","PICs",2014,"Vitamina","mcg",19080034.3252747,900,21200.0381391941
"Europe","Europe","PICs",2014,"Vitaminb12","mcg",11479408.5168435,2.4,4783086.88201812
"Europe","Europe","PICs",2015,"Protein","g",10870681.6406485,50,217413.632812971
"Europe","Europe","PICs",2015,"Fattyacids","g",549041.59760103,1.4,392172.569715022
"Europe","Europe","PICs",2015,"Calcium","mg",25012849.5610617,1300,19240.653508509
"Europe","Europe","PICs",2015,"Zinc","mg",626633.114652464,11,56966.6467865876
"Europe","Europe","PICs",2015,"Iron","mg",2701374.94509391,18,150076.385838551
"Europe","Europe","PICs",2015,"Vitamina","mcg",12469652.0665375,900,13855.1689628194
"Europe","Europe","PICs",2015,"Vitaminb12","mcg",7661075.20109913,2.4,3192114.66712464
"Europe","Europe","PICs",2016,"Protein","g",12714113.711164,50,254282.274223279
"Europe","Europe","PICs",2016,"Fattyacids","g",1227311.53646936,1.4,876651.097478112
"Europe","Europe","PICs",2016,"Calcium","mg",20041056.4627598,1300,15416.197279046
"Europe","Europe","PICs",2016,"Zinc","mg",597754.52364442,11,54341.3203313109
"Europe","Europe","PICs",2016,"Iron","mg",1019191.8434872,18,56621.7690826221
"Europe","Europe","PICs",2016,"Vitamina","mcg",29208472.5158376,900,32453.8583509306
"Europe","Europe","PICs",2016,"Vitaminb12","mcg",2556929.62085003,2.4,1065387.34202084
"Europe","Europe","PICs",2017,"Protein","g",1559454.12989407,50,31189.0825978814
"Europe","Europe","PICs",2017,"Fattyacids","g",110656.609605382,1.4,79040.4354324154
"Europe","Europe","PICs",2017,"Calcium","mg",3685033.86599266,1300,2834.64143537897
"Europe","Europe","PICs",2017,"Zinc","mg",67943.0707916607,11,6176.64279924188
"Europe","Europe","PICs",2017,"Iron","mg",77757.6690374423,18,4319.87050208013
"Europe","Europe","PICs",2017,"Vitamina","mcg",3357275.34038509,900,3730.30593376121
"Europe","Europe","PICs",2017,"Vitaminb12","mcg",474726.818224782,2.4,197802.840926993
"Europe","Europe","PICs",2018,"Protein","g",8202702.43801019,50,164054.048760204
"Europe","Europe","PICs",2018,"Fattyacids","g",256584.621405731,1.4,183274.729575522
"Europe","Europe","PICs",2018,"Calcium","mg",12797578.3939037,1300,9844.29107223361
"Europe","Europe","PICs",2018,"Zinc","mg",293913.116268376,11,26719.374206216
"Europe","Europe","PICs",2018,"Iron","mg",319901.645834977,18,17772.3136574987
"Europe","Europe","PICs",2018,"Vitamina","mcg",10124970.9281861,900,11249.9676979846
"Europe","Europe","PICs",2018,"Vitaminb12","mcg",1763194.47492836,2.4,734664.364553484
"Europe","Europe","PICs",2019,"Protein","g",4263218.58954385,50,85264.3717908769
"Europe","Europe","PICs",2019,"Fattyacids","g",169997.739528217,1.4,121426.956805869
"Europe","Europe","PICs",2019,"Calcium","mg",7084871.85153672,1300,5449.90142425901
"Europe","Europe","PICs",2019,"Zinc","mg",125069.597986174,11,11369.9634532886
"Europe","Europe","PICs",2019,"Iron","mg",123401.681861729,18,6855.64899231827
"Europe","Europe","PICs",2019,"Vitamina","mcg",8245333.73273329,900,9161.48192525921
"Europe","Europe","PICs",2019,"Vitaminb12","mcg",861060.381244111,2.4,358775.158851713
"Europe","Europe","PICs",2020,"Protein","g",62644236.3132677,50,1252884.72626535
"Europe","Europe","PICs",2020,"Fattyacids","g",2083026.71452191,1.4,1487876.22465851
"Europe","Europe","PICs",2020,"Calcium","mg",27850034.0942026,1300,21423.1031493866
"Europe","Europe","PICs",2020,"Zinc","mg",2493816.08493332,11,226710.553175756
"Europe","Europe","PICs",2020,"Iron","mg",5489448.43599249,18,304969.357555138
"Europe","Europe","PICs",2020,"Vitamina","mcg",39981581.7616687,900,44423.9797351875
"Europe","Europe","PICs",2020,"Vitaminb12","mcg",24131766.2879485,2.4,10054902.6199786
"Europe","Oceania","Africa",2009,"Protein","g",324048.40672487,50,6480.9681344974
"Europe","Oceania","Africa",2009,"Fattyacids","g",29668.3683045308,1.4,21191.6916460934
"Europe","Oceania","Africa",2009,"Calcium","mg",993430.750338992,1300,764.177500260763
"Europe","Oceania","Africa",2009,"Zinc","mg",12802.550962884,11,1163.86826935309
"Europe","Oceania","Africa",2009,"Iron","mg",20553.8782152986,18,1141.88212307215
"Europe","Oceania","Africa",2009,"Vitamina","mcg",515513.971535152,900,572.793301705724
"Europe","Oceania","Africa",2009,"Vitaminb12","mcg",180728.743326049,2.4,75303.6430525203
"Europe","Oceania","Africa",2010,"Protein","g",843983.130774683,50,16879.6626154937
"Europe","Oceania","Africa",2010,"Fattyacids","g",24073.2063121404,1.4,17195.1473658146
"Europe","Oceania","Africa",2010,"Calcium","mg",855429.412749909,1300,658.022625192238
"Europe","Oceania","Africa",2010,"Zinc","mg",45483.8335420053,11,4134.89395836412
"Europe","Oceania","Africa",2010,"Iron","mg",98442.0695951111,18,5469.00386639506
"Europe","Oceania","Africa",2010,"Vitamina","mcg",928697.833378387,900,1031.88648153154
"Europe","Oceania","Africa",2010,"Vitaminb12","mcg",427308.919478891,2.4,178045.383116205
"Europe","Oceania","Africa",2011,"Protein","g",814907.161707314,50,16298.1432341463
"Europe","Oceania","Africa",2011,"Fattyacids","g",65975.9521171246,1.4,47125.6800836604
"Europe","Oceania","Africa",2011,"Calcium","mg",1636245.54365284,1300,1258.65041819449
"Europe","Oceania","Africa",2011,"Zinc","mg",50367.8239229112,11,4578.89308390101
"Europe","Oceania","Africa",2011,"Iron","mg",56090.9648585921,18,3116.16471436623
"Europe","Oceania","Africa",2011,"Vitamina","mcg",982682.553876669,900,1091.86950430741
"Europe","Oceania","Africa",2011,"Vitaminb12","mcg",431713.103120178,2.4,179880.459633407
"Europe","Oceania","Africa",2014,"Protein","g",289164.059552918,50,5783.28119105835
"Europe","Oceania","Africa",2014,"Fattyacids","g",27931.9324900959,1.4,19951.3803500685
"Europe","Oceania","Africa",2014,"Calcium","mg",896542.008968016,1300,689.647699206166
"Europe","Oceania","Africa",2014,"Zinc","mg",15272.7807813844,11,1388.43461648949
"Europe","Oceania","Africa",2014,"Iron","mg",22422.7092159399,18,1245.70606755222
"Europe","Oceania","Africa",2014,"Vitamina","mcg",547879.258705341,900,608.754731894823
"Europe","Oceania","Africa",2014,"Vitaminb12","mcg",158406.258374857,2.4,66002.6076561906
"Europe","Oceania","Africa",2016,"Protein","g",893815.573569684,50,17876.3114713937
"Europe","Oceania","Africa",2016,"Fattyacids","g",114367.868023835,1.4,81691.3343027393
"Europe","Oceania","Africa",2016,"Calcium","mg",950526.099066491,1300,731.17392235884
"Europe","Oceania","Africa",2016,"Zinc","mg",32509.3409998581,11,2955.39463635073
"Europe","Oceania","Africa",2016,"Iron","mg",51913.8158204046,18,2884.10087891137
"Europe","Oceania","Africa",2016,"Vitamina","mcg",1934001.28165659,900,2148.89031295177
"Europe","Oceania","Africa",2016,"Vitaminb12","mcg",402241.130739012,2.4,167600.471141255
"Europe","Oceania","Africa",2017,"Protein","g",250851.218904616,50,5017.02437809232
"Europe","Oceania","Africa",2017,"Fattyacids","g",26541.5260578759,1.4,18958.2328984828
"Europe","Oceania","Africa",2017,"Calcium","mg",825618.24554222,1300,635.0909581094
"Europe","Oceania","Africa",2017,"Zinc","mg",13043.7417062915,11,1185.79470057195
"Europe","Oceania","Africa",2017,"Iron","mg",19985.4368467735,18,1110.30204704297
"Europe","Oceania","Africa",2017,"Vitamina","mcg",723512.704311086,900,803.903004790095
"Europe","Oceania","Africa",2017,"Vitaminb12","mcg",137412.751987329,2.4,57255.3133280536
"Europe","Oceania","Africa",2018,"Protein","g",813661.984647272,50,16273.2396929454
"Europe","Oceania","Africa",2018,"Fattyacids","g",94890.8288532455,1.4,67779.1634666039
"Europe","Oceania","Africa",2018,"Calcium","mg",2867216.7164921,1300,2205.55132037854
"Europe","Oceania","Africa",2018,"Zinc","mg",48111.4547180091,11,4373.7686107281
"Europe","Oceania","Africa",2018,"Iron","mg",71075.6985795469,18,3948.64992108594
"Europe","Oceania","Africa",2018,"Vitamina","mcg",3436524.2068566,900,3818.36022984067
"Europe","Oceania","Africa",2018,"Vitaminb12","mcg",526634.039475618,2.4,219430.849781507
"Europe","Oceania","Africa",2019,"Protein","g",1192188.34587206,50,23843.7669174413
"Europe","Oceania","Africa",2019,"Fattyacids","g",128130.659699932,1.4,91521.8997856656
"Europe","Oceania","Africa",2019,"Calcium","mg",4431568.36279733,1300,3408.89874061333
"Europe","Oceania","Africa",2019,"Zinc","mg",74560.183320399,11,6778.19848367264
"Europe","Oceania","Africa",2019,"Iron","mg",118974.165922011,18,6609.67588455618
"Europe","Oceania","Africa",2019,"Vitamina","mcg",4184970.21916628,900,4649.96691018475
"Europe","Oceania","Africa",2019,"Vitaminb12","mcg",892388.880734429,2.4,371828.700306012
"Europe","Oceania","Americas",2007,"Protein","g",6984733.07673861,50,139694.661534772
"Europe","Oceania","Americas",2007,"Fattyacids","g",407868.954123156,1.4,291334.967230826
"Europe","Oceania","Americas",2007,"Calcium","mg",4430432.10637672,1300,3408.02469721286
"Europe","Oceania","Americas",2007,"Zinc","mg",298453.119539185,11,27132.1017762896
"Europe","Oceania","Americas",2007,"Iron","mg",581050.358898033,18,32280.5754943352
"Europe","Oceania","Americas",2007,"Vitamina","mcg",6531946.67163264,900,7257.71852403626
"Europe","Oceania","Americas",2007,"Vitaminb12","mcg",3008851.67173355,2.4,1253688.19655565
"Europe","Oceania","Americas",2008,"Protein","g",40811939.6061615,50,816238.792123229
"Europe","Oceania","Americas",2008,"Fattyacids","g",2677855.16123298,1.4,1912753.68659498
"Europe","Oceania","Americas",2008,"Calcium","mg",44419200.7522586,1300,34168.6159632758
"Europe","Oceania","Americas",2008,"Zinc","mg",2472234.64448731,11,224748.604044301
"Europe","Oceania","Americas",2008,"Iron","mg",2448377.99131332,18,136020.999517407
"Europe","Oceania","Americas",2008,"Vitamina","mcg",37488797.1680396,900,41654.2190755995
"Europe","Oceania","Americas",2008,"Vitaminb12","mcg",18977038.7121687,2.4,7907099.46340361
"Europe","Oceania","Americas",2009,"Protein","g",16107230.4521992,50,322144.609043985
"Europe","Oceania","Americas",2009,"Fattyacids","g",475897.382263889,1.4,339926.701617064
"Europe","Oceania","Americas",2009,"Calcium","mg",14377072.5256029,1300,11059.2865581561
"Europe","Oceania","Americas",2009,"Zinc","mg",509837.024723144,11,46348.8204293767
"Europe","Oceania","Americas",2009,"Iron","mg",564583.590403499,18,31365.7550224166
"Europe","Oceania","Americas",2009,"Vitamina","mcg",8300129.19446049,900,9222.36577162276
"Europe","Oceania","Americas",2009,"Vitaminb12","mcg",3710335.62700452,2.4,1545973.17791855
"Europe","Oceania","Americas",2010,"Protein","g",9797350.24276588,50,195947.004855318
"Europe","Oceania","Americas",2010,"Fattyacids","g",405744.033557628,1.4,289817.166826877
"Europe","Oceania","Americas",2010,"Calcium","mg",5798664.70162862,1300,4460.5113089451
"Europe","Oceania","Americas",2010,"Zinc","mg",363243.239366123,11,33022.1126696475
"Europe","Oceania","Americas",2010,"Iron","mg",686385.205488091,18,38132.5114160051
"Europe","Oceania","Americas",2010,"Vitamina","mcg",7823952.77220384,900,8693.28085800426
"Europe","Oceania","Americas",2010,"Vitaminb12","mcg",3258332.82052614,2.4,1357638.67521923
"Europe","Oceania","Americas",2011,"Protein","g",3703833.52710162,50,74076.6705420324
"Europe","Oceania","Americas",2011,"Fattyacids","g",189592.583061002,1.4,135423.273615002
"Europe","Oceania","Americas",2011,"Calcium","mg",1796325.37466007,1300,1381.78874973852
"Europe","Oceania","Americas",2011,"Zinc","mg",138401.613753068,11,12581.9648866425
"Europe","Oceania","Americas",2011,"Iron","mg",289803.550579086,18,16100.1972543936
"Europe","Oceania","Americas",2011,"Vitamina","mcg",3436873.26308382,900,3818.74807009313
"Europe","Oceania","Americas",2011,"Vitaminb12","mcg",1404137.3645125,2.4,585057.23521354
"Europe","Oceania","Americas",2012,"Protein","g",12843582.597796,50,256871.65195592
"Europe","Oceania","Americas",2012,"Fattyacids","g",544574.611162794,1.4,388981.865116281
"Europe","Oceania","Americas",2012,"Calcium","mg",7846654.55095316,1300,6035.88811611782
"Europe","Oceania","Americas",2012,"Zinc","mg",377267.224662902,11,34297.0204239002
"Europe","Oceania","Americas",2012,"Iron","mg",600127.80999835,18,33340.4338887972
"Europe","Oceania","Americas",2012,"Vitamina","mcg",10365903.7988885,900,11517.6708876539
"Europe","Oceania","Americas",2012,"Vitaminb12","mcg",2947130.71465498,2.4,1227971.13110624
"Europe","Oceania","Americas",2013,"Protein","g",22880661.109599,50,457613.222191981
"Europe","Oceania","Americas",2013,"Fattyacids","g",793094.857127015,1.4,566496.326519297
"Europe","Oceania","Americas",2013,"Calcium","mg",10127272.627573,1300,7790.20971351771
"Europe","Oceania","Americas",2013,"Zinc","mg",891967.269007694,11,81087.933546154
"Europe","Oceania","Americas",2013,"Iron","mg",1952723.11637411,18,108484.617576339
"Europe","Oceania","Americas",2013,"Vitamina","mcg",14941355.8625055,900,16601.5065138951
"Europe","Oceania","Americas",2013,"Vitaminb12","mcg",8658957.61858291,2.4,3607899.00774288
"Europe","Oceania","Americas",2014,"Protein","g",2806009.14765112,50,56120.1829530224
"Europe","Oceania","Americas",2014,"Fattyacids","g",156450.215148014,1.4,111750.153677153
"Europe","Oceania","Americas",2014,"Calcium","mg",2496656.71334727,1300,1920.50516411329
"Europe","Oceania","Americas",2014,"Zinc","mg",107082.434384622,11,9734.76676223835
"Europe","Oceania","Americas",2014,"Iron","mg",215669.198597068,18,11981.6221442815
"Europe","Oceania","Americas",2014,"Vitamina","mcg",2513603.78822564,900,2792.89309802848
"Europe","Oceania","Americas",2014,"Vitaminb12","mcg",1115719.13002514,2.4,464882.970843808
"Europe","Oceania","Americas",2015,"Protein","g",540416.952732507,50,10808.3390546501
"Europe","Oceania","Americas",2015,"Fattyacids","g",20539.6639103913,1.4,14671.1885074224
"Europe","Oceania","Americas",2015,"Calcium","mg",256820.690255726,1300,197.554377119789
"Europe","Oceania","Americas",2015,"Zinc","mg",19244.5520468769,11,1749.50473153426
"Europe","Oceania","Americas",2015,"Iron","mg",40966.486005893,18,2275.91588921628
"Europe","Oceania","Americas",2015,"Vitamina","mcg",437713.667798655,900,486.348519776283
"Europe","Oceania","Americas",2015,"Vitaminb12","mcg",139845.633651611,2.4,58269.0140215044
"Europe","Oceania","Americas",2016,"Protein","g",6130908.76012222,50,122618.175202444
"Europe","Oceania","Americas",2016,"Fattyacids","g",626306.904689192,1.4,447362.074777994
"Europe","Oceania","Americas",2016,"Calcium","mg",4403060.82810936,1300,3386.96986777643
"Europe","Oceania","Americas",2016,"Zinc","mg",223634.056943801,11,20330.3688130728
"Europe","Oceania","Americas",2016,"Iron","mg",377456.281414332,18,20969.7934119073
"Europe","Oceania","Americas",2016,"Vitamina","mcg",9776595.19587392,900,10862.883550971
"Europe","Oceania","Americas",2016,"Vitaminb12","mcg",1989158.36653211,2.4,828815.986055046
"Europe","Oceania","Americas",2017,"Protein","g",3906825.23618116,50,78136.5047236231
"Europe","Oceania","Americas",2017,"Fattyacids","g",198637.530507969,1.4,141883.950362835
"Europe","Oceania","Americas",2017,"Calcium","mg",2610592.35354674,1300,2008.14796426672
"Europe","Oceania","Americas",2017,"Zinc","mg",116914.295065991,11,10628.5722787265
"Europe","Oceania","Americas",2017,"Iron","mg",234241.138639507,18,13013.3965910837
"Europe","Oceania","Americas",2017,"Vitamina","mcg",3225451.69906712,900,3583.83522118568
"Europe","Oceania","Americas",2017,"Vitaminb12","mcg",1223149.98718695,2.4,509645.827994564
"Europe","Oceania","Americas",2018,"Protein","g",18650503.1225193,50,373010.062450386
"Europe","Oceania","Americas",2018,"Fattyacids","g",1962477.62537191,1.4,1401769.73240851
"Europe","Oceania","Americas",2018,"Calcium","mg",53483859.5972321,1300,41141.4304594093
"Europe","Oceania","Americas",2018,"Zinc","mg",1056648.69842511,11,96058.9725841007
"Europe","Oceania","Americas",2018,"Iron","mg",1581060.33509395,18,87836.6852829974
"Europe","Oceania","Americas",2018,"Vitamina","mcg",65575983.5767281,900,72862.2039741423
"Europe","Oceania","Americas",2018,"Vitaminb12","mcg",11333038.387263,2.4,4722099.32802625
"Europe","Oceania","Americas",2019,"Protein","g",18922512.228015,50,378450.2445603
"Europe","Oceania","Americas",2019,"Fattyacids","g",1944154.8706123,1.4,1388682.05043735
"Europe","Oceania","Americas",2019,"Calcium","mg",67621398.8064355,1300,52016.460620335
"Europe","Oceania","Americas",2019,"Zinc","mg",1148749.08332857,11,104431.734848051
"Europe","Oceania","Americas",2019,"Iron","mg",1817184.27993384,18,100954.682218547
"Europe","Oceania","Americas",2019,"Vitamina","mcg",62769230.327946,900,69743.5892532733
"Europe","Oceania","Americas",2019,"Vitaminb12","mcg",13619817.8440515,2.4,5674924.10168811
"Europe","Oceania","Americas",2020,"Protein","g",2756151.11603951,50,55123.0223207902
"Europe","Oceania","Americas",2020,"Fattyacids","g",222048.975374028,1.4,158606.410981449
"Europe","Oceania","Americas",2020,"Calcium","mg",2289679.68713288,1300,1761.29206702529
"Europe","Oceania","Americas",2020,"Zinc","mg",114435.776374385,11,10403.2523976714
"Europe","Oceania","Americas",2020,"Iron","mg",222199.617544431,18,12344.4231969128
"Europe","Oceania","Americas",2020,"Vitamina","mcg",3680980.87642141,900,4089.97875157935
"Europe","Oceania","Americas",2020,"Vitaminb12","mcg",1292702.3727498,2.4,538625.988645748
"Europe","Oceania","Asia",2007,"Protein","g",8812636.72262107,50,176252.734452421
"Europe","Oceania","Asia",2007,"Fattyacids","g",868329.086404676,1.4,620235.061717626
"Europe","Oceania","Asia",2007,"Calcium","mg",11239530.2680325,1300,8645.79251387113
"Europe","Oceania","Asia",2007,"Zinc","mg",406121.070928012,11,36920.097357092
"Europe","Oceania","Asia",2007,"Iron","mg",458812.228758782,18,25489.5682643768
"Europe","Oceania","Asia",2007,"Vitamina","mcg",13563392.4861772,900,15070.4360957524
"Europe","Oceania","Asia",2007,"Vitaminb12","mcg",3739107.82742641,2.4,1557961.594761
"Europe","Oceania","Asia",2008,"Protein","g",78975772.7599033,50,1579515.45519807
"Europe","Oceania","Asia",2008,"Fattyacids","g",7147754.71933614,1.4,5105539.0852401
"Europe","Oceania","Asia",2008,"Calcium","mg",119392371.069345,1300,91840.2854379576
"Europe","Oceania","Asia",2008,"Zinc","mg",5425069.14568451,11,493188.104153137
"Europe","Oceania","Asia",2008,"Iron","mg",3042525.429667,18,169029.190537056
"Europe","Oceania","Asia",2008,"Vitamina","mcg",88129591.3429425,900,97921.768158825
"Europe","Oceania","Asia",2008,"Vitaminb12","mcg",40177822.0805446,2.4,16740759.2002269
"Europe","Oceania","Asia",2009,"Protein","g",30939748.3783591,50,618794.967567182
"Europe","Oceania","Asia",2009,"Fattyacids","g",2927733.90554475,1.4,2091238.50396054
"Europe","Oceania","Asia",2009,"Calcium","mg",73958914.9835618,1300,56891.4730642783
"Europe","Oceania","Asia",2009,"Zinc","mg",1590680.58439369,11,144607.325853972
"Europe","Oceania","Asia",2009,"Iron","mg",1767665.77246333,18,98203.6540257407
"Europe","Oceania","Asia",2009,"Vitamina","mcg",47379561.9746155,900,52643.9577495728
"Europe","Oceania","Asia",2009,"Vitaminb12","mcg",16170856.0315888,2.4,6737856.67982865
"Europe","Oceania","Asia",2010,"Protein","g",16620462.4542509,50,332409.249085018
"Europe","Oceania","Asia",2010,"Fattyacids","g",1760259.58404099,1.4,1257328.27431499
"Europe","Oceania","Asia",2010,"Calcium","mg",19301736.6066063,1300,14847.4896973895
"Europe","Oceania","Asia",2010,"Zinc","mg",771552.781136207,11,70141.1619214733
"Europe","Oceania","Asia",2010,"Iron","mg",879563.307806504,18,48864.6282114724
"Europe","Oceania","Asia",2010,"Vitamina","mcg",26936610.8385003,900,29929.5675983337
"Europe","Oceania","Asia",2010,"Vitaminb12","mcg",7316727.78342707,2.4,3048636.57642795
"Europe","Oceania","Asia",2011,"Protein","g",20166915.0157144,50,403338.300314289
"Europe","Oceania","Asia",2011,"Fattyacids","g",1822741.60491459,1.4,1301958.28922471
"Europe","Oceania","Asia",2011,"Calcium","mg",13564196.160765,1300,10433.9970467423
"Europe","Oceania","Asia",2011,"Zinc","mg",631592.417155822,11,57417.4924687111
"Europe","Oceania","Asia",2011,"Iron","mg",912704.37210791,18,50705.7984504394
"Europe","Oceania","Asia",2011,"Vitamina","mcg",54986756.74155,900,61096.3963795
"Europe","Oceania","Asia",2011,"Vitaminb12","mcg",6761116.07087483,2.4,2817131.69619785
"Europe","Oceania","Asia",2012,"Protein","g",18780743.508229,50,375614.870164581
"Europe","Oceania","Asia",2012,"Fattyacids","g",2020348.8731094,1.4,1443106.33793528
"Europe","Oceania","Asia",2012,"Calcium","mg",27245590.0967473,1300,20958.1462282671
"Europe","Oceania","Asia",2012,"Zinc","mg",720907.02473719,11,65537.0022488355
"Europe","Oceania","Asia",2012,"Iron","mg",1035042.18161186,18,57502.3434228812
"Europe","Oceania","Asia",2012,"Vitamina","mcg",46411215.8063704,900,51568.0175626338
