"SourceContinent","ExporterContinent","ConsumerContinent","year","Nutrient","Unit","Value","rec_intake_adults","rni_amount"
"Americas","Europe","PICs",2018,"Calcium","mg",1595452.56505523,1300,1227.27120388863
"Americas","Europe","PICs",2018,"Zinc","mg",127754.752568388,11,11614.068415308
"Americas","Europe","PICs",2018,"Iron","mg",275946.072794411,18,15330.3373774673
"Americas","Europe","PICs",2018,"Vitamina","mcg",2161794.84609656,900,2401.99427344062
"Americas","Europe","PICs",2018,"Vitaminb12","mcg",1152117.88453457,2.4,480049.118556072
"Americas","Europe","PICs",2020,"Protein","g",5211114.29065768,50,104222.285813154
"Americas","Europe","PICs",2020,"Fattyacids","g",111256.977206931,1.4,79469.2694335224
"Americas","Europe","PICs",2020,"Calcium","mg",1885990.63076913,1300,1450.76202366856
"Americas","Europe","PICs",2020,"Zinc","mg",168525.267989644,11,15320.4789081494
"Americas","Europe","PICs",2020,"Iron","mg",340354.5247021,18,18908.5847056722
"Americas","Europe","PICs",2020,"Vitamina","mcg",3565717.32117256,900,3961.90813463617
"Americas","Europe","PICs",2020,"Vitaminb12","mcg",1379131.30444394,2.4,574638.043518307
"Americas","Oceania","Africa",2008,"Protein","g",107196.975728983,50,2143.93951457966
"Americas","Oceania","Africa",2008,"Fattyacids","g",994.064978417024,1.4,710.046413155017
"Americas","Oceania","Africa",2008,"Calcium","mg",74788.5877178952,1300,57.5296828599194
"Americas","Oceania","Africa",2008,"Zinc","mg",2305.9814546351,11,209.6346776941
"Americas","Oceania","Africa",2008,"Iron","mg",1371.12410816141,18,76.1735615645228
"Americas","Oceania","Africa",2008,"Vitamina","mcg",18697.1469294738,900,20.7746076994153
"Americas","Oceania","Africa",2008,"Vitaminb12","mcg",12464.7646196492,2.4,5193.65192485383
"Americas","Oceania","Africa",2009,"Protein","g",30478882.0357908,50,609577.640715816
"Americas","Oceania","Africa",2009,"Fattyacids","g",443552.270519516,1.4,316823.050371083
"Americas","Oceania","Africa",2009,"Calcium","mg",29942759.0376269,1300,23032.8915674053
"Americas","Oceania","Africa",2009,"Zinc","mg",755837.282476363,11,68712.4802251239
"Americas","Oceania","Africa",2009,"Iron","mg",626091.972600134,18,34782.8873666741
"Americas","Oceania","Africa",2009,"Vitamina","mcg",17247168.1726033,900,19163.5201917814
"Americas","Oceania","Africa",2009,"Vitaminb12","mcg",4198030.30473402,2.4,1749179.29363917
"Americas","Oceania","Africa",2010,"Protein","g",2310562.73467712,50,46211.2546935424
"Americas","Oceania","Africa",2010,"Fattyacids","g",98014.638700263,1.4,70010.4562144736
"Americas","Oceania","Africa",2010,"Calcium","mg",3400288.77400147,1300,2615.6067492319
"Americas","Oceania","Africa",2010,"Zinc","mg",94521.4986933335,11,8592.86351757577
"Americas","Oceania","Africa",2010,"Iron","mg",183279.396937217,18,10182.1887187343
"Americas","Oceania","Africa",2010,"Vitamina","mcg",6057389.62053337,900,6730.43291170375
"Americas","Oceania","Africa",2010,"Vitaminb12","mcg",774860.314053748,2.4,322858.464189062
"Americas","Oceania","Africa",2011,"Protein","g",7921673.56798208,50,158433.471359642
"Americas","Oceania","Africa",2011,"Fattyacids","g",749990.016444925,1.4,535707.154603518
"Americas","Oceania","Africa",2011,"Calcium","mg",31205795.6256764,1300,24004.4581735972
"Americas","Oceania","Africa",2011,"Zinc","mg",513615.14709075,11,46692.2860991591
"Americas","Oceania","Africa",2011,"Iron","mg",877114.863964225,18,48728.6035535681
"Americas","Oceania","Africa",2011,"Vitamina","mcg",18555481.1623092,900,20617.2012914547
"Americas","Oceania","Africa",2011,"Vitaminb12","mcg",6512337.67314072,2.4,2713474.0304753
"Americas","Oceania","Africa",2012,"Protein","g",36050.5569196622,50,721.011138393244
"Americas","Oceania","Africa",2012,"Fattyacids","g",1329.02799390397,1.4,949.305709931407
"Americas","Oceania","Africa",2012,"Calcium","mg",17038.8204346662,1300,13.1067849497432
"Americas","Oceania","Africa",2012,"Zinc","mg",1524.52603889119,11,138.593276262835
"Americas","Oceania","Africa",2012,"Iron","mg",3407.76408693325,18,189.320227051847
"Americas","Oceania","Africa",2012,"Vitamina","mcg",22419.5005719292,900,24.9105561910324
"Americas","Oceania","Africa",2012,"Vitaminb12","mcg",15245.2603889119,2.4,6352.19182871329
"Americas","Oceania","Africa",2013,"Protein","g",273892.337969314,50,5477.84675938628
"Americas","Oceania","Africa",2013,"Fattyacids","g",25940.06798757,1.4,18528.6199911214
"Americas","Oceania","Africa",2013,"Calcium","mg",1057891.04083386,1300,813.762339102969
"Americas","Oceania","Africa",2013,"Zinc","mg",17607.3645837416,11,1600.66950761287
"Americas","Oceania","Africa",2013,"Iron","mg",30432.4819965904,18,1690.69344425502
"Americas","Oceania","Africa",2013,"Vitamina","mcg",652124.614212652,900,724.582904680724
"Americas","Oceania","Africa",2013,"Vitaminb12","mcg",227519.032069748,2.4,94799.5966957283
"Americas","Oceania","Africa",2014,"Protein","g",1447116.84242523,50,28942.3368485046
"Americas","Oceania","Africa",2014,"Fattyacids","g",125812.279333119,1.4,89865.9138093707
"Americas","Oceania","Africa",2014,"Calcium","mg",5124876.25321422,1300,3942.21250247248
"Americas","Oceania","Africa",2014,"Zinc","mg",88014.8174039031,11,8001.34703671846
"Americas","Oceania","Africa",2014,"Iron","mg",146427.169817594,18,8134.84276764411
"Americas","Oceania","Africa",2014,"Vitamina","mcg",3172876.51197461,900,3525.41834663846
"Americas","Oceania","Africa",2014,"Vitaminb12","mcg",1081471.5499401,2.4,450613.145808375
"Americas","Oceania","Africa",2015,"Protein","g",52568.4006693285,50,1051.36801338657
"Americas","Oceania","Africa",2015,"Fattyacids","g",4978.70038085174,1.4,3556.21455775124
"Americas","Oceania","Africa",2015,"Calcium","mg",203041.970839205,1300,156.186131414773
"Americas","Oceania","Africa",2015,"Zinc","mg",3379.3971858854,11,307.217925989582
"Americas","Oceania","Africa",2015,"Iron","mg",5840.93340770316,18,324.496300427953
"Americas","Oceania","Africa",2015,"Vitamina","mcg",125162.858736496,900,139.069843040551
"Americas","Oceania","Africa",2015,"Vitaminb12","mcg",43667.9307147332,2.4,18194.9711311388
"Americas","Oceania","Africa",2017,"Protein","g",141087.26623104,50,2821.7453246208
"Americas","Oceania","Africa",2017,"Fattyacids","g",13362.2331509821,1.4,9544.4522507015
"Americas","Oceania","Africa",2017,"Calcium","mg",544940.234648992,1300,419.18479588384
"Americas","Oceania","Africa",2017,"Zinc","mg",9069.89568628117,11,824.535971480106
"Americas","Oceania","Africa",2017,"Iron","mg",15676.36291456,18,870.909050808889
"Americas","Oceania","Africa",2017,"Vitamina","mcg",335922.062454858,900,373.246736060953
"Americas","Oceania","Africa",2017,"Vitaminb12","mcg",117199.475123139,2.4,48833.1146346412
"Americas","Oceania","Africa",2018,"Protein","g",50422.0075671932,50,1008.44015134386
"Americas","Oceania","Africa",2018,"Fattyacids","g",1120.94086715239,1.4,800.672047965991
"Americas","Oceania","Africa",2018,"Calcium","mg",62349.7943035185,1300,47.9613802334758
"Americas","Oceania","Africa",2018,"Zinc","mg",1518.08194825958,11,138.00744984178
"Americas","Oceania","Africa",2018,"Iron","mg",1626.51637313527,18,90.362020729737
"Americas","Oceania","Africa",2018,"Vitamina","mcg",43373.7699502738,900,48.1930777225264
"Americas","Oceania","Africa",2018,"Vitaminb12","mcg",6045.21918681941,2.4,2518.84132784142
"Americas","Oceania","Americas",2007,"Protein","g",10488958.2400261,50,209779.164800523
"Americas","Oceania","Americas",2007,"Fattyacids","g",622648.445741324,1.4,444748.889815231
"Americas","Oceania","Americas",2007,"Calcium","mg",25338929.2139779,1300,19491.4840107522
"Americas","Oceania","Americas",2007,"Zinc","mg",482564.325885116,11,43869.4841713742
"Americas","Oceania","Americas",2007,"Iron","mg",750050.162289334,18,41669.4534605185
"Americas","Oceania","Americas",2007,"Vitamina","mcg",15834295.9462754,900,17593.6621625283
"Americas","Oceania","Americas",2007,"Vitaminb12","mcg",5534322.3751878,2.4,2305967.65632825
"Americas","Oceania","Americas",2008,"Protein","g",81427257.3838523,50,1628545.14767705
"Americas","Oceania","Americas",2008,"Fattyacids","g",5520090.43055288,1.4,3942921.7361092
"Americas","Oceania","Americas",2008,"Calcium","mg",199087887.929601,1300,153144.529176616
"Americas","Oceania","Americas",2008,"Zinc","mg",4227454.48223255,11,384314.043839323
"Americas","Oceania","Americas",2008,"Iron","mg",7741915.33428714,18,430106.407460397
"Americas","Oceania","Americas",2008,"Vitamina","mcg",145161295.818375,900,161290.328687084
"Americas","Oceania","Americas",2008,"Vitaminb12","mcg",48679627.9200039,2.4,20283178.3000016
"Americas","Oceania","Americas",2009,"Protein","g",39917940.5235585,50,798358.81047117
"Americas","Oceania","Americas",2009,"Fattyacids","g",2160906.14450169,1.4,1543504.38892978
"Americas","Oceania","Americas",2009,"Calcium","mg",71946864.3703633,1300,55343.7418233563
"Americas","Oceania","Americas",2009,"Zinc","mg",1783000.24555402,11,162090.931414002
"Americas","Oceania","Americas",2009,"Iron","mg",3076039.77975486,18,170891.09887527
"Americas","Oceania","Americas",2009,"Vitamina","mcg",60124907.1025373,900,66805.4523361526
"Americas","Oceania","Americas",2009,"Vitaminb12","mcg",17159477.4817563,2.4,7149782.28406512
"Americas","Oceania","Americas",2010,"Protein","g",64223856.3649449,50,1284477.1272989
"Americas","Oceania","Americas",2010,"Fattyacids","g",3331068.2446825,1.4,2379334.4604875
"Americas","Oceania","Americas",2010,"Calcium","mg",84727304.2659513,1300,65174.8494353471
"Americas","Oceania","Americas",2010,"Zinc","mg",2899180.51702321,11,263561.865183928
"Americas","Oceania","Americas",2010,"Iron","mg",5507259.14904325,18,305958.841613514
"Americas","Oceania","Americas",2010,"Vitamina","mcg",77821398.2897158,900,86468.2203219065
"Americas","Oceania","Americas",2010,"Vitaminb12","mcg",27318946.4689232,2.4,11382894.3620513
"Americas","Oceania","Americas",2011,"Protein","g",17641165.4550823,50,352823.309101646
"Americas","Oceania","Americas",2011,"Fattyacids","g",651357.709705539,1.4,465255.506932528
"Americas","Oceania","Americas",2011,"Calcium","mg",10461358.2492102,1300,8047.19865323865
"Americas","Oceania","Americas",2011,"Zinc","mg",702183.759202512,11,63834.8872002284
"Americas","Oceania","Americas",2011,"Iron","mg",1535545.37640855,18,85308.0764671415
"Americas","Oceania","Americas",2011,"Vitamina","mcg",12476824.6514446,900,13863.1385016051
"Americas","Oceania","Americas",2011,"Vitaminb12","mcg",6654027.49053707,2.4,2772511.45439045
"Americas","Oceania","Americas",2012,"Protein","g",64201239.5860963,50,1284024.79172193
"Americas","Oceania","Americas",2012,"Fattyacids","g",5681912.67322757,1.4,4058509.05230541
"Americas","Oceania","Americas",2012,"Calcium","mg",127354555.713133,1300,97965.0428562562
"Americas","Oceania","Americas",2012,"Zinc","mg",3010224.8513104,11,273656.804664582
"Americas","Oceania","Americas",2012,"Iron","mg",6121835.15218427,18,340101.952899126
"Americas","Oceania","Americas",2012,"Vitamina","mcg",104646061.085713,900,116273.401206347
"Americas","Oceania","Americas",2012,"Vitaminb12","mcg",30383675.4963852,2.4,12659864.7901605
"Americas","Oceania","Americas",2013,"Protein","g",11093564.6795483,50,221871.293590967
"Americas","Oceania","Americas",2013,"Fattyacids","g",584796.707549791,1.4,417711.933964136
"Americas","Oceania","Americas",2013,"Calcium","mg",14689703.6500144,1300,11299.7720384726
"Americas","Oceania","Americas",2013,"Zinc","mg",420711.563524293,11,38246.5057749357
"Americas","Oceania","Americas",2013,"Iron","mg",755970.71706027,18,41998.373170015
"Americas","Oceania","Americas",2013,"Vitamina","mcg",15710377.3205656,900,17455.9748006285
"Americas","Oceania","Americas",2013,"Vitaminb12","mcg",3397354.71455929,2.4,1415564.46439971
"Americas","Oceania","Americas",2014,"Protein","g",28171525.9700069,50,563430.519400137
"Americas","Oceania","Americas",2014,"Fattyacids","g",1041751.7269503,1.4,744108.376393071
"Americas","Oceania","Americas",2014,"Calcium","mg",15925243.1213121,1300,12250.1870163939
"Americas","Oceania","Americas",2014,"Zinc","mg",842039.700652765,11,76549.0636957059
"Americas","Oceania","Americas",2014,"Iron","mg",1645948.20151429,18,91441.5667507938
"Americas","Oceania","Americas",2014,"Vitamina","mcg",28156571.9609021,900,31285.0799565579
"Americas","Oceania","Americas",2014,"Vitaminb12","mcg",3936107.69082094,2.4,1640044.87117539
"Americas","Oceania","Americas",2015,"Protein","g",28652046.1421429,50,573040.922842859
"Americas","Oceania","Americas",2015,"Fattyacids","g",1264785.35725746,1.4,903418.112326756
"Americas","Oceania","Americas",2015,"Calcium","mg",25956446.8500484,1300,19966.4975769603
"Americas","Oceania","Americas",2015,"Zinc","mg",897329.884178045,11,81575.4440161859
"Americas","Oceania","Americas",2015,"Iron","mg",1746101.58811169,18,97005.6437839829
"Americas","Oceania","Americas",2015,"Vitamina","mcg",29041692.6728351,900,32268.5474142612
"Americas","Oceania","Americas",2015,"Vitaminb12","mcg",5986287.01053156,2.4,2494286.25438815
"Americas","Oceania","Americas",2016,"Protein","g",53436644.3154667,50,1068732.88630934
"Americas","Oceania","Americas",2016,"Fattyacids","g",1184311.79853494,1.4,845936.998953525
"Americas","Oceania","Americas",2016,"Calcium","mg",42426415.2879248,1300,32635.7040676345
"Americas","Oceania","Americas",2016,"Zinc","mg",1538513.06691573,11,139864.824265067
"Americas","Oceania","Americas",2016,"Iron","mg",2245775.77808595,18,124765.321004775
"Americas","Oceania","Americas",2016,"Vitamina","mcg",46557601.8055883,900,51730.6686728759
"Americas","Oceania","Americas",2016,"Vitaminb12","mcg",7371261.71012522,2.4,3071359.04588551
"Americas","Oceania","Americas",2017,"Protein","g",14033256.9874787,50,280665.139749575
"Americas","Oceania","Americas",2017,"Fattyacids","g",615094.063213565,1.4,439352.902295404
"Americas","Oceania","Americas",2017,"Calcium","mg",13366081.9919286,1300,10281.6015322528
"Americas","Oceania","Americas",2017,"Zinc","mg",581263.991727437,11,52842.1810661306
"Americas","Oceania","Americas",2017,"Iron","mg",1174182.48212266,18,65232.3601179256
"Americas","Oceania","Americas",2017,"Vitamina","mcg",13330072.20572,900,14811.1913396889
"Americas","Oceania","Americas",2017,"Vitaminb12","mcg",5457970.66597392,2.4,2274154.4441558
"Americas","Oceania","Americas",2018,"Protein","g",17680182.709053,50,353603.654181061
"Americas","Oceania","Americas",2018,"Fattyacids","g",1080269.77983249,1.4,771621.271308921
"Americas","Oceania","Americas",2018,"Calcium","mg",36762027.5143353,1300,28278.4827033348
"Americas","Oceania","Americas",2018,"Zinc","mg",896264.321498639,11,81478.5746816944
"Americas","Oceania","Americas",2018,"Iron","mg",1595280.1466774,18,88626.6748154109
"Americas","Oceania","Americas",2018,"Vitamina","mcg",26184921.776873,900,29094.3575298588
"Americas","Oceania","Americas",2018,"Vitaminb12","mcg",9676499.43593202,2.4,4031874.76497167
"Americas","Oceania","Americas",2019,"Protein","g",6635536.33495273,50,132710.726699055
"Americas","Oceania","Americas",2019,"Fattyacids","g",385898.946261867,1.4,275642.104472762
"Americas","Oceania","Americas",2019,"Calcium","mg",14942502.5643552,1300,11494.2327418117
"Americas","Oceania","Americas",2019,"Zinc","mg",361610.496053354,11,32873.6814593958
"Americas","Oceania","Americas",2019,"Iron","mg",707539.540990597,18,39307.7522772554
"Americas","Oceania","Americas",2019,"Vitamina","mcg",9138696.38226559,900,10154.1070914062
"Americas","Oceania","Americas",2019,"Vitaminb12","mcg",4831225.27747787,2.4,2013010.53228244
"Americas","Oceania","Americas",2020,"Protein","g",1218029.75367185,50,24360.5950734371
"Americas","Oceania","Americas",2020,"Fattyacids","g",48809.0025802824,1.4,34863.5732716303
"Americas","Oceania","Americas",2020,"Calcium","mg",831371.116466006,1300,639.516243435389
"Americas","Oceania","Americas",2020,"Zinc","mg",47589.533911799,11,4326.321264709
"Americas","Oceania","Americas",2020,"Iron","mg",98330.0931477009,18,5462.78295265005
"Americas","Oceania","Americas",2020,"Vitamina","mcg",965014.981637626,900,1072.23886848625
"Americas","Oceania","Americas",2020,"Vitaminb12","mcg",436802.210532981,2.4,182000.921055409
"Americas","Oceania","Asia",2007,"Protein","g",34369608.5139728,50,687392.170279455
"Americas","Oceania","Asia",2007,"Fattyacids","g",3060813.5084692,1.4,2186295.36319228
"Americas","Oceania","Asia",2007,"Calcium","mg",121301019.201816,1300,93308.4763090894
"Americas","Oceania","Asia",2007,"Zinc","mg",2099644.742092,11,190876.794735637
"Americas","Oceania","Asia",2007,"Iron","mg",3507899.30684474,18,194883.294824708
"Americas","Oceania","Asia",2007,"Vitamina","mcg",75930596.3865908,900,84367.3293184343
"Americas","Oceania","Asia",2007,"Vitaminb12","mcg",26061252.0893102,2.4,10858855.0372126
"Americas","Oceania","Asia",2008,"Protein","g",160787991.168854,50,3215759.82337708
"Americas","Oceania","Asia",2008,"Fattyacids","g",16567546.0885198,1.4,11833961.4917999
"Americas","Oceania","Asia",2008,"Calcium","mg",524167223.215526,1300,403205.556319635
"Americas","Oceania","Asia",2008,"Zinc","mg",9748094.15928107,11,886190.378116461
"Americas","Oceania","Asia",2008,"Iron","mg",16158337.7280886,18,897685.429338254
"Americas","Oceania","Asia",2008,"Vitamina","mcg",349878553.63496,900,388753.948483289
"Americas","Oceania","Asia",2008,"Vitaminb12","mcg",123859608.175515,2.4,51608170.0731311
"Americas","Oceania","Asia",2009,"Protein","g",107986626.966944,50,2159732.53933888
"Americas","Oceania","Asia",2009,"Fattyacids","g",9540587.61144614,1.4,6814705.43674724
"Americas","Oceania","Asia",2009,"Calcium","mg",356360753.765656,1300,274123.656742812
"Americas","Oceania","Asia",2009,"Zinc","mg",6349852.90671208,11,577259.355155643
"Americas","Oceania","Asia",2009,"Iron","mg",10802151.754933,18,600119.541940724
"Americas","Oceania","Asia",2009,"Vitamina","mcg",237630662.782454,900,264034.069758282
"Americas","Oceania","Asia",2009,"Vitaminb12","mcg",78038505.3597866,2.4,32516043.8999111
"Americas","Oceania","Asia",2010,"Protein","g",174746692.239619,50,3494933.84479239
"Americas","Oceania","Asia",2010,"Fattyacids","g",14185930.6108892,1.4,10132807.5792066
"Americas","Oceania","Asia",2010,"Calcium","mg",524930493.1646,1300,403792.687049692
"Americas","Oceania","Asia",2010,"Zinc","mg",9536714.71191468,11,866974.064719516
"Americas","Oceania","Asia",2010,"Iron","mg",15737930.4455702,18,874329.469198345
"Americas","Oceania","Asia",2010,"Vitamina","mcg",345810966.074232,900,384234.406749147
"Americas","Oceania","Asia",2010,"Vitaminb12","mcg",107758056.667524,2.4,44899190.278135
"Americas","Oceania","Asia",2011,"Protein","g",12803614.1917089,50,256072.283834179
"Americas","Oceania","Asia",2011,"Fattyacids","g",698034.075263308,1.4,498595.76804522
"Americas","Oceania","Asia",2011,"Calcium","mg",24721649.7500249,1300,19016.6536538653
"Americas","Oceania","Asia",2011,"Zinc","mg",559119.735998948,11,50829.0669089953
"Americas","Oceania","Asia",2011,"Iron","mg",894108.089360222,18,49672.6716311235
"Americas","Oceania","Asia",2011,"Vitamina","mcg",17244952.4429464,900,19161.0582699404
"Americas","Oceania","Asia",2011,"Vitaminb12","mcg",5541158.08441454,2.4,2308815.86850606
"Americas","Oceania","Asia",2012,"Protein","g",262215054.999783,50,5244301.09999566
"Americas","Oceania","Asia",2012,"Fattyacids","g",23785896.8262499,1.4,16989926.3044642
"Americas","Oceania","Asia",2012,"Calcium","mg",942186958.527543,1300,724759.198867341
"Americas","Oceania","Asia",2012,"Zinc","mg",16239549.8830097,11,1476322.71663724
"Americas","Oceania","Asia",2012,"Iron","mg",27639149.0094118,18,1535508.27830066
"Americas","Oceania","Asia",2012,"Vitamina","mcg",593392326.981599,900,659324.807757332
"Americas","Oceania","Asia",2012,"Vitaminb12","mcg",203784027.233144,2.4,84910011.3471433
"Americas","Oceania","Asia",2013,"Protein","g",41121402.3109917,50,822428.046219834
"Americas","Oceania","Asia",2013,"Fattyacids","g",3469470.93629037,1.4,2478193.5259217
"Americas","Oceania","Asia",2013,"Calcium","mg",136685545.509784,1300,105142.727315219
"Americas","Oceania","Asia",2013,"Zinc","mg",2335951.63756621,11,212359.239778746
"Americas","Oceania","Asia",2013,"Iron","mg",3950320.01809484,18,219462.223227491
"Americas","Oceania","Asia",2013,"Vitamina","mcg",93246378.9057152,900,103607.087673017
"Americas","Oceania","Asia",2013,"Vitaminb12","mcg",28677472.0071314,2.4,11948946.6696381
"Americas","Oceania","Asia",2014,"Protein","g",151922423.974169,50,3038448.47948339
"Americas","Oceania","Asia",2014,"Fattyacids","g",10598267.2140733,1.4,7570190.86719524
"Americas","Oceania","Asia",2014,"Calcium","mg",356053822.166248,1300,273887.555512499
"Americas","Oceania","Asia",2014,"Zinc","mg",6191029.98707834,11,562820.907916212
"Americas","Oceania","Asia",2014,"Iron","mg",10840381.8836932,18,602243.437982954
"Americas","Oceania","Asia",2014,"Vitamina","mcg",230239871.995835,900,255822.079995373
"Americas","Oceania","Asia",2014,"Vitaminb12","mcg",69513646.1569126,2.4,28964019.2320469
"Americas","Oceania","Asia",2015,"Protein","g",77615411.5746455,50,1552308.23149291
"Americas","Oceania","Asia",2015,"Fattyacids","g",6251160.37738391,1.4,4465114.55527422
"Americas","Oceania","Asia",2015,"Calcium","mg",216079100.207135,1300,166214.692467027
"Americas","Oceania","Asia",2015,"Zinc","mg",2889676.80936603,11,262697.891760548
"Americas","Oceania","Asia",2015,"Iron","mg",4720903.31210201,18,262272.406227889
"Americas","Oceania","Asia",2015,"Vitamina","mcg",119038127.157388,900,132264.585730431
"Americas","Oceania","Asia",2015,"Vitaminb12","mcg",36340492.4966029,2.4,15141871.8735845
"Americas","Oceania","Asia",2016,"Protein","g",5923694.81349586,50,118473.896269917
"Americas","Oceania","Asia",2016,"Fattyacids","g",79753.8661807823,1.4,56967.0472719873
"Americas","Oceania","Asia",2016,"Calcium","mg",3354188.93890379,1300,2580.1453376183
"Americas","Oceania","Asia",2016,"Zinc","mg",202800.888487762,11,18436.4444079784
"Americas","Oceania","Asia",2016,"Iron","mg",239027.101073115,18,13279.2833929508
"Americas","Oceania","Asia",2016,"Vitamina","mcg",4034423.58916592,900,4482.69287685103
"Americas","Oceania","Asia",2016,"Vitaminb12","mcg",727170.853231553,2.4,302987.855513147
"Americas","Oceania","Asia",2017,"Protein","g",40282508.0429703,50,805650.160859406
"Americas","Oceania","Asia",2017,"Fattyacids","g",1477089.20418202,1.4,1055063.71727287
"Americas","Oceania","Asia",2017,"Calcium","mg",26140496.4755666,1300,20108.0742119743
"Americas","Oceania","Asia",2017,"Zinc","mg",1721237.79760156,11,156476.163418323
"Americas","Oceania","Asia",2017,"Iron","mg",3773114.52807342,18,209617.473781857
"Americas","Oceania","Asia",2017,"Vitamina","mcg",28048574.4497164,900,31165.0827219072
"Americas","Oceania","Asia",2017,"Vitaminb12","mcg",17921603.6572466,2.4,7467334.85718607
"Americas","Oceania","Asia",2018,"Protein","g",18280921.4783155,50,365618.429566309
"Americas","Oceania","Asia",2018,"Fattyacids","g",1391342.82208781,1.4,993816.301491289
"Americas","Oceania","Asia",2018,"Calcium","mg",55975211.5599395,1300,43057.8550461073
"Americas","Oceania","Asia",2018,"Zinc","mg",1030593.25075843,11,93690.2955234938
"Americas","Oceania","Asia",2018,"Iron","mg",1695954.14836735,18,94219.674909297
"Americas","Oceania","Asia",2018,"Vitamina","mcg",35328980.4171105,900,39254.4226856783
"Americas","Oceania","Asia",2018,"Vitaminb12","mcg",11958543.3331375,2.4,4982726.38880728
"Americas","Oceania","Asia",2019,"Protein","g",12960999.6173856,50,259219.992347712
"Americas","Oceania","Asia",2019,"Fattyacids","g",992509.879419862,1.4,708935.628157044
"Americas","Oceania","Asia",2019,"Calcium","mg",39570905.3605535,1300,30439.1579696566
"Americas","Oceania","Asia",2019,"Zinc","mg",745556.87439633,11,67777.8976723937
"Americas","Oceania","Asia",2019,"Iron","mg",1276738.67983698,18,70929.9266576098
"Americas","Oceania","Asia",2019,"Vitamina","mcg",24414971.5629167,900,27127.7461810185
"Americas","Oceania","Asia",2019,"Vitaminb12","mcg",8948517.24097188,2.4,3728548.85040495
"Americas","Oceania","Asia",2020,"Protein","g",171697.006337775,50,3433.9401267555
"Americas","Oceania","Asia",2020,"Fattyacids","g",3868.80180331322,1.4,2763.42985950944
"Americas","Oceania","Asia",2020,"Calcium","mg",87443.7230783005,1300,67.2644023679234
"Americas","Oceania","Asia",2020,"Zinc","mg",6250.02413742821,11,568.184012493474
"Americas","Oceania","Asia",2020,"Iron","mg",11787.4338749369,18,654.857437496493
"Americas","Oceania","Asia",2020,"Vitamina","mcg",110755.383559234,900,123.061537288038
"Americas","Oceania","Asia",2020,"Vitaminb12","mcg",48804.589181622,2.4,20335.2454923425
"Americas","Oceania","Europe",2007,"Protein","g",25567381.1995721,50,511347.623991442
"Americas","Oceania","Europe",2007,"Fattyacids","g",2388022.43734254,1.4,1705730.31238753
"Americas","Oceania","Europe",2007,"Calcium","mg",95131427.7436705,1300,73178.021341285
"Americas","Oceania","Europe",2007,"Zinc","mg",1611590.29543369,11,146508.20867579
"Americas","Oceania","Europe",2007,"Iron","mg",2794492.80172377,18,155249.600095765
"Americas","Oceania","Europe",2007,"Vitamina","mcg",59267517.4524245,900,65852.7971693605
"Americas","Oceania","Europe",2007,"Vitaminb12","mcg",20676503.6303421,2.4,8615209.84597587
"Americas","Oceania","Europe",2008,"Protein","g",27400682.0395298,50,548013.640790596
"Americas","Oceania","Europe",2008,"Fattyacids","g",2036930.54592436,1.4,1454950.38994597
"Americas","Oceania","Europe",2008,"Calcium","mg",73324768.201946,1300,56403.6678476508
"Americas","Oceania","Europe",2008,"Zinc","mg",1547793.89003797,11,140708.535457997
"Americas","Oceania","Europe",2008,"Iron","mg",2878030.25310878,18,159890.569617154
"Americas","Oceania","Europe",2008,"Vitamina","mcg",48434390.1643434,900,53815.9890714927
"Americas","Oceania","Europe",2008,"Vitaminb12","mcg",18801349.2756024,2.4,7833895.53150099
"Americas","Oceania","Europe",2009,"Protein","g",13741924.2449128,50,274838.484898256
"Americas","Oceania","Europe",2009,"Fattyacids","g",503373.278886721,1.4,359552.342061944
"Americas","Oceania","Europe",2009,"Calcium","mg",6502269.03220543,1300,5001.74540938879
"Americas","Oceania","Europe",2009,"Zinc","mg",578179.387436681,11,52561.7624942438
"Americas","Oceania","Europe",2009,"Iron","mg",1292784.68730848,18,71821.3715171379
"Americas","Oceania","Europe",2009,"Vitamina","mcg",8510651.00553389,900,9456.27889503765
"Americas","Oceania","Europe",2009,"Vitaminb12","mcg",5775310.63006504,2.4,2406379.42919377
"Americas","Oceania","Europe",2010,"Protein","g",37735741.4937965,50,754714.82987593
"Americas","Oceania","Europe",2010,"Fattyacids","g",1406069.99996013,1.4,1004335.71425724
"Americas","Oceania","Europe",2010,"Calcium","mg",20704739.4119892,1300,15926.7226246071
"Americas","Oceania","Europe",2010,"Zinc","mg",1550425.74947674,11,140947.795406976
"Americas","Oceania","Europe",2010,"Iron","mg",3395994.99987843,18,188666.388882135
"Americas","Oceania","Europe",2010,"Vitamina","mcg",24362539.2250549,900,27069.4880278388
"Americas","Oceania","Europe",2010,"Vitaminb12","mcg",15346053.6748968,2.4,6394189.03120698
"Americas","Oceania","Europe",2011,"Protein","g",70815764.2927164,50,1416315.28585433
"Americas","Oceania","Europe",2011,"Fattyacids","g",2088684.3229246,1.4,1491917.37351757
"Americas","Oceania","Europe",2011,"Calcium","mg",51393724.7997704,1300,39533.6344613619
"Americas","Oceania","Europe",2011,"Zinc","mg",2526765.07186062,11,229705.915623693
"Americas","Oceania","Europe",2011,"Iron","mg",4611565.38133381,18,256198.076740767
"Americas","Oceania","Europe",2011,"Vitamina","mcg",57152084.3054794,900,63502.3158949771
