"Country","average_fulfillment_ratio","min_fulfillment_ratio","nutrient_deficiency_count","rni_avg_zscore"
"TON",0.255906093399082,0.0132838311969389,6,0.211402055391709
"TTO",0.120073659028055,0.00513794481122318,6,0.141848634592676
"TUN",0.116178414355323,0.00485725605947882,7,0.140993221949728
"TUR",0.0503891214857024,0.00301786025608573,7,0.116081212925125
"TUV",-4.4260788848195,-23.0741537484844,7,-1.34520895960638
"TZA",0.00885017800133582,0.000465344900714141,7,0.0982462820905223
"UGA",0,0,7,0.0933216767749703
"UKR",0.160367389920715,0.00893633407461736,6,0.155756057824296
"URY",0.182100991348164,0.0093769188746947,6,0.345514022963605
"USA",0.123670136149146,0.00615394939012327,6,0.153377771991547
"UZB",0,0,7,0.0933216767749703
"VCT",1.36643361744463,0.0324250454321529,4,0.620097016448988
"VEN",0.207944543180493,0.0039248524402471,6,0.153923250483523
"VNM",0.0809080255489407,0.00462139206463131,7,0.135924545269649
"VUT",-0.574328536029363,-2.98152310132814,7,-0.123270133745179
"WSM",0.875088042297502,0.0372560539539951,4,0.433009803083412
"YEM",0.01655737891209,-0.000105435971213206,7,0.111710412565425
"ZAF",0.114173419317303,0.00548749165443184,7,0.147524482664736
"ZMB",0,0,7,0.0933216767749703
"ZWE",0,0,7,0.0933216767749703
