"SourceContinent","ExporterContinent","ConsumerContinent","Nutrient","Unit","Value","rec_intake_adults","rni_amount"
"Africa","Oceania","Asia","Protein","g",2158242308.80877,50,43164846.1761754
"Africa","Oceania","Asia","Fattyacids","g",183841918.581652,1.4,131315656.129752
"Africa","Oceania","Asia","Calcium","mg",7696980889.08054,1300,5920754.53006195
"Africa","Oceania","Asia","Zinc","mg",129189599.03372,11,11744509.0030654
"Africa","Oceania","Asia","Iron","mg",215123082.577403,18,11951282.3654113
"Africa","Oceania","Asia","Vitamina","mcg",4785613835.67684,900,5317348.7063076
"Africa","Oceania","Asia","Vitaminb12","mcg",1521853506.50509,2.4,634105627.710454
"Africa","Oceania","Europe","Protein","g",172384244.868124,50,3447684.89736248
"Africa","Oceania","Europe","Fattyacids","g",11741810.7626095,1.4,8387007.68757824
"Africa","Oceania","Europe","Calcium","mg",437646619.309488,1300,336651.245622683
"Africa","Oceania","Europe","Zinc","mg",9007645.20664416,11,818876.836967651
"Africa","Oceania","Europe","Iron","mg",16235362.0658487,18,901964.559213815
"Africa","Oceania","Europe","Vitamina","mcg",278970690.906082,900,309967.434340091
"Africa","Oceania","Europe","Vitaminb12","mcg",103307473.460235,2.4,43044780.6084313
"Africa","Oceania","Oceania","Protein","g",17566850.1657752,50,351337.003315505
"Africa","Oceania","Oceania","Fattyacids","g",980131.725123205,1.4,700094.089373718
"Africa","Oceania","Oceania","Calcium","mg",34855223.1858962,1300,26811.7101429971
"Africa","Oceania","Oceania","Zinc","mg",723555.139204544,11,65777.7399276858
"Africa","Oceania","Oceania","Iron","mg",1187530.4819952,18,65973.9156663998
"Africa","Oceania","Oceania","Vitamina","mcg",26769252.7068964,900,29743.6141187737
"Africa","Oceania","Oceania","Vitaminb12","mcg",6067160.78655877,2.4,2527983.66106616
"Africa","Oceania","PICs","Protein","g",581509393.394992,50,11630187.8678998
"Africa","Oceania","PICs","Fattyacids","g",53608179.1310444,1.4,38291556.5221746
"Africa","Oceania","PICs","Calcium","mg",2179867055.72807,1300,1676820.81209851
"Africa","Oceania","PICs","Zinc","mg",35857384.7286338,11,3259762.24805762
"Africa","Oceania","PICs","Iron","mg",60687126.3489872,18,3371507.01938818
"Africa","Oceania","PICs","Vitamina","mcg",1274764057.38958,900,1416404.50821065
"Africa","Oceania","PICs","Vitaminb12","mcg",441634316.699918,2.4,184014298.624966
"Americas","Africa","PICs","Protein","g",56896791.8539962,50,1137935.83707992
"Americas","Africa","PICs","Fattyacids","g",5062372.74452651,1.4,3615980.53180465
"Americas","Africa","PICs","Calcium","mg",203699977.836512,1300,156692.290643471
"Americas","Africa","PICs","Zinc","mg",3413228.58919534,11,310293.508108668
"Americas","Africa","PICs","Iron","mg",5862273.50641257,18,325681.861467365
"Americas","Africa","PICs","Vitamina","mcg",124752918.746592,900,138614.35416288
"Americas","Africa","PICs","Vitaminb12","mcg",42446231.1904666,2.4,17685929.6626944
"Americas","Americas","PICs","Protein","g",7098601536.13196,50,141972030.722639
"Americas","Americas","PICs","Fattyacids","g",590437260.795477,1.4,421740900.568198
"Americas","Americas","PICs","Calcium","mg",16840070497.0669,1300,12953900.3823591
"Americas","Americas","PICs","Zinc","mg",363992236.360481,11,33090203.3054983
"Americas","Americas","PICs","Iron","mg",525442083.01265,18,29191226.8340361
"Americas","Americas","PICs","Vitamina","mcg",12147541575.9696,900,13497268.417744
"Americas","Americas","PICs","Vitaminb12","mcg",3711844843.1302,2.4,1546602017.97092
"Americas","Asia","PICs","Protein","g",5108135754.71741,50,102162715.094348
"Americas","Asia","PICs","Fattyacids","g",292434431.01085,1.4,208881736.436322
"Americas","Asia","PICs","Calcium","mg",9300745106.64024,1300,7154419.31280018
"Americas","Asia","PICs","Zinc","mg",252782923.345096,11,22980265.7586451
"Americas","Asia","PICs","Iron","mg",376499752.805003,18,20916652.9336113
"Americas","Asia","PICs","Vitamina","mcg",6850452715.40684,900,7611614.12822982
"Americas","Asia","PICs","Vitaminb12","mcg",2319281589.87904,2.4,966367329.116265
"Americas","Europe","PICs","Protein","g",67943677.8854854,50,1358873.55770971
"Americas","Europe","PICs","Fattyacids","g",2555050.48312349,1.4,1825036.05937392
"Americas","Europe","PICs","Calcium","mg",68301637.382384,1300,52539.7210633723
"Americas","Europe","PICs","Zinc","mg",2700649.3287759,11,245513.575343264
"Americas","Europe","PICs","Iron","mg",5402147.18285786,18,300119.287936548
"Americas","Europe","PICs","Vitamina","mcg",62181507.7202724,900,69090.564133636
"Americas","Europe","PICs","Vitaminb12","mcg",27135008.7793394,2.4,11306253.6580581
"Americas","Oceania","Africa","Protein","g",42819452.7259608,50,856389.054519215
"Americas","Oceania","Africa","Fattyacids","g",1465094.2403567,1.4,1046495.88596907
"Americas","Oceania","Africa","Calcium","mg",71633770.1392971,1300,55102.9001071516
"Americas","Oceania","Africa","Zinc","mg",1487393.99256204,11,135217.635687459
"Americas","Oceania","Africa","Iron","mg",1891268.58620625,18,105070.477011459
"Americas","Oceania","Africa","Vitamina","mcg",46230615.4202761,900,51367.3504669735
"Americas","Oceania","Africa","Vitaminb12","mcg",12988841.5239716,2.4,5412017.30165483
"Americas","Oceania","Americas","Protein","g",438821204.445882,50,8776424.08891763
"Americas","Oceania","Americas","Fattyacids","g",24173701.0305922,1.4,17266929.3075659
"Americas","Oceania","Americas","Calcium","mg",683816691.838621,1300,526012.839875862
"Americas","Oceania","Americas","Zinc","mg",18689930.7396699,11,1699084.61269726
"Americas","Oceania","Americas","Iron","mg",34701773.501678,18,1927876.30564878
"Americas","Oceania","Americas","Vitamina","mcg",585149732.000448,900,650166.368889387
"Americas","Oceania","Americas","Vitaminb12","mcg",176823585.948747,2.4,73676494.1453114
"Americas","Oceania","Asia","Protein","g",1101188646.89919,50,22023772.9379839
"Americas","Oceania","Asia","Fattyacids","g",92102271.822259,1.4,65787337.0158993
"Americas","Oceania","Asia","Calcium","mg",3327614811.56637,1300,2559703.7012049
"Americas","Oceania","Asia","Zinc","mg",59656073.4084005,11,5423279.40076368
"Americas","Oceania","Asia","Iron","mg",101247803.439324,18,5624877.96885135
"Americas","Oceania","Asia","Vitamina","mcg",2154350141.76419,900,2393722.37973799
"Americas","Oceania","Asia","Vitaminb12","mcg",719178857.94411,2.4,299657857.476712
"Americas","Oceania","Europe","Protein","g",591702296.205699,50,11834045.924114
"Americas","Oceania","Europe","Fattyacids","g",22257201.039589,1.4,15898000.7425636
"Americas","Oceania","Europe","Calcium","mg",582982228.319072,1300,448447.867937748
"Americas","Oceania","Europe","Zinc","mg",23206399.0224479,11,2109672.63840435
"Americas","Oceania","Europe","Iron","mg",44336740.6476538,18,2463152.25820299
"Americas","Oceania","Europe","Vitamina","mcg",482141028.602307,900,535712.254002563
"Americas","Oceania","Europe","Vitaminb12","mcg",222602350.047672,2.4,92750979.1865302
"Americas","Oceania","Oceania","Protein","g",28270048.0303407,50,565400.960606814
"Americas","Oceania","Oceania","Fattyacids","g",2612117.96351495,1.4,1865798.54536782
"Americas","Oceania","Oceania","Calcium","mg",45771006.5982521,1300,35208.4666140401
"Americas","Oceania","Oceania","Zinc","mg",1349903.51719461,11,122718.501563146
"Americas","Oceania","Oceania","Iron","mg",2107429.23498186,18,117079.401943437
"Americas","Oceania","Oceania","Vitamina","mcg",43367490.9664758,900,48186.101073862
"Americas","Oceania","Oceania","Vitaminb12","mcg",14463596.0292349,2.4,6026498.34551454
"Americas","Oceania","PICs","Protein","g",691899646.579863,50,13837992.9315973
"Americas","Oceania","PICs","Fattyacids","g",64895021.3468514,1.4,46353586.6763224
"Americas","Oceania","PICs","Calcium","mg",2142777675.35883,1300,1648290.5195068
"Americas","Oceania","PICs","Zinc","mg",41085048.8966793,11,3735004.44515266
"Americas","Oceania","PICs","Iron","mg",67077756.3448425,18,3726542.01915792
"Americas","Oceania","PICs","Vitamina","mcg",1398268470.67396,900,1553631.63408218
"Americas","Oceania","PICs","Vitaminb12","mcg",496233597.95868,2.4,206763999.14945
"Asia","Africa","PICs","Protein","g",237688920.19886,50,4753778.4039772
"Asia","Africa","PICs","Fattyacids","g",14683336.5220405,1.4,10488097.5157432
"Asia","Africa","PICs","Calcium","mg",736785995.20226,1300,566758.457847893
"Asia","Africa","PICs","Zinc","mg",11546013.5219871,11,1049637.59290791
"Asia","Africa","PICs","Iron","mg",18097702.9588717,18,1005427.94215954
"Asia","Africa","PICs","Vitamina","mcg",317563246.994061,900,352848.052215623
"Asia","Africa","PICs","Vitaminb12","mcg",106727553.226501,2.4,44469813.8443756
