"Country_iso","Year","Pop","Country"
"TUV","2016",10390,"Tuvalu"
"TUV","2017",10359,"Tuvalu"
"TUV","2018",10422,"Tuvalu"
"TUV","2019",10495,"Tuvalu"
"TUV","2020",10580,"Tuvalu"
"TUV","2021",10679,"Tuvalu"
"TUV","2022",10778,"Tuvalu"
"TUV","2023",10876,"Tuvalu"
"TUV","2024",10955,"Tuvalu"
"TUV","2025",11023,"Tuvalu"
"TUV","2026",11083,"Tuvalu"
"TUV","2027",11132,"Tuvalu"
"VUT","1990",146600,"Vanuatu"
"VUT","1991",150900,"Vanuatu"
"VUT","1992",155200,"Vanuatu"
"VUT","1993",159600,"Vanuatu"
"VUT","1994",163900,"Vanuatu"
"VUT","1995",168200,"Vanuatu"
"VUT","1996",171600,"Vanuatu"
"VUT","1997",175000,"Vanuatu"
"VUT","1998",178300,"Vanuatu"
"VUT","1999",181700,"Vanuatu"
"VUT","2000",185100,"Vanuatu"
"VUT","2001",190000,"Vanuatu"
"VUT","2002",194800,"Vanuatu"
"VUT","2003",199700,"Vanuatu"
"VUT","2004",204500,"Vanuatu"
"VUT","2005",209400,"Vanuatu"
"VUT","2006",214800,"Vanuatu"
"VUT","2007",220200,"Vanuatu"
"VUT","2008",225500,"Vanuatu"
"VUT","2009",230900,"Vanuatu"
"VUT","2010",236300,"Vanuatu"
"VUT","2011",241700,"Vanuatu"
"VUT","2012",247200,"Vanuatu"
"VUT","2013",252600,"Vanuatu"
"VUT","2014",258000,"Vanuatu"
"VUT","2015",263500,"Vanuatu"
"VUT","2016",268924,"Vanuatu"
"VUT","2017",275256,"Vanuatu"
"VUT","2018",281669,"Vanuatu"
"VUT","2019",288153,"Vanuatu"
"VUT","2020",294688,"Vanuatu"
"VUT","2021",301295,"Vanuatu"
"VUT","2022",307941,"Vanuatu"
"VUT","2023",314653,"Vanuatu"
"VUT","2024",321409,"Vanuatu"
"VUT","2025",328221,"Vanuatu"
"VUT","2026",335091,"Vanuatu"
"VUT","2027",342018,"Vanuatu"
"WLF","1990",13880,"Wallis & Futuna"
"WLF","1991",13930,"Wallis & Futuna"
"WLF","1992",13980,"Wallis & Futuna"
"WLF","1993",14040,"Wallis & Futuna"
"WLF","1994",14090,"Wallis & Futuna"
"WLF","1995",14140,"Wallis & Futuna"
"WLF","1996",14210,"Wallis & Futuna"
"WLF","1997",14280,"Wallis & Futuna"
"WLF","1998",14360,"Wallis & Futuna"
"WLF","1999",14430,"Wallis & Futuna"
"WLF","2000",14500,"Wallis & Futuna"
"WLF","2001",14510,"Wallis & Futuna"
"WLF","2002",14530,"Wallis & Futuna"
"WLF","2003",14540,"Wallis & Futuna"
"WLF","2004",14560,"Wallis & Futuna"
"WLF","2005",14570,"Wallis & Futuna"
"WLF","2006",14340,"Wallis & Futuna"
"WLF","2007",14110,"Wallis & Futuna"
"WLF","2008",13890,"Wallis & Futuna"
"WLF","2009",13660,"Wallis & Futuna"
"WLF","2010",13430,"Wallis & Futuna"
"WLF","2011",13130,"Wallis & Futuna"
"WLF","2012",12840,"Wallis & Futuna"
"WLF","2013",12540,"Wallis & Futuna"
"WLF","2014",12250,"Wallis & Futuna"
"WLF","2015",11950,"Wallis & Futuna"
"WLF","2016",11820,"Wallis & Futuna"
"WLF","2017",11690,"Wallis & Futuna"
"WLF","2018",11559,"Wallis & Futuna"
"WLF","2019",11502,"Wallis & Futuna"
"WLF","2020",11441,"Wallis & Futuna"
"WLF","2021",11369,"Wallis & Futuna"
"WLF","2022",11302,"Wallis & Futuna"
"WLF","2023",11231,"Wallis & Futuna"
"WLF","2024",11158,"Wallis & Futuna"
"WLF","2025",11090,"Wallis & Futuna"
"WLF","2026",11026,"Wallis & Futuna"
"WLF","2027",10963,"Wallis & Futuna"
