"Country","Pop_avg","Source","category","net_flow_value","net_flow_value_daily","rec_intake_adults","unit","net_flow_rnis_total","rni_perc_pop_total","net_flow_rnis_daily","rni_perc_pop_daily"
"AFG",33694603.4117647,"Net","protein",0,0,50,"g",0,0,0,0
"AFG",33694603.4117647,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"AFG",33694603.4117647,"Net","calcium",0,0,1300,"mg",0,0,0,0
"AFG",33694603.4117647,"Net","zinc",0,0,11,"mg",0,0,0,0
"AFG",33694603.4117647,"Net","iron",0,0,18,"mg",0,0,0,0
"AFG",33694603.4117647,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"AFG",33694603.4117647,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"AGO",28383498.3529412,"Net","protein",2141932715.47388,418918.974276135,50,"g",42838654.3094775,1.50928027887156,8378.3794855227,0.000295184877541866
"AGO",28383498.3529412,"Net","fattyacids",64178503.0920729,12552.0248566542,1.4,"g",45841787.9229092,1.61508589790021,8965.73204046729,0.000315878329337026
"AGO",28383498.3529412,"Net","calcium",665573208.277737,130172.737781681,1300,"mg",511979.390982875,0.0180379241704651,100.132875216678,3.5278553042177e-06
"AGO",28383498.3529412,"Net","zinc",78972223.9391968,15445.3792175233,11,"mg",7179293.08538153,0.252938978701954,1404.12538341121,4.94697787408476e-05
"AGO",28383498.3529412,"Net","iron",173629479.191224,33958.4352026646,18,"mg",9646082.17729022,0.339848247645297,1886.57973348137,6.64674843820256e-05
"AGO",28383498.3529412,"Net","vitamina",1388548908.68031,271572.24891068,900,"mcg",1542832.12075589,0.0543566582797931,301.746943234089,1.06310694855844e-05
"AGO",28383498.3529412,"Net","vitaminb12",745072854.580866,145721.27020944,2.4,"mcg",310447022.742027,10.9375884142857,60717.1959205999,0.00213917238691291
"ALB",2874803.94117647,"Net","protein",0,0,50,"g",0,0,0,0
"ALB",2874803.94117647,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"ALB",2874803.94117647,"Net","calcium",0,0,1300,"mg",0,0,0,0
"ALB",2874803.94117647,"Net","zinc",0,0,11,"mg",0,0,0,0
"ALB",2874803.94117647,"Net","iron",0,0,18,"mg",0,0,0,0
"ALB",2874803.94117647,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"ALB",2874803.94117647,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"ARE",8653259.64705882,"Net","protein",5505858209.26614,1076835.16707728,50,"g",110117164.185323,12.7255125440216,21536.7033415456,0.00248885439937836
"ARE",8653259.64705882,"Net","fattyacids",173302320.841557,33894.449607189,1.4,"g",123787372.029684,14.3052880739293,24210.3211479922,0.00279782673067265
"ARE",8653259.64705882,"Net","calcium",2418752812.55755,473059.419627918,1300,"mg",1860579.08658273,0.215014822444987,363.891861252245,4.20525762653995e-05
"ARE",8653259.64705882,"Net","zinc",210514436.408448,41172.3912396731,11,"mg",19137676.0371317,2.21161467674629,3742.9446581521,0.000432547364902462
"ARE",8653259.64705882,"Net","iron",455924368.35096,89169.6398104752,18,"mg",25329131.5750533,2.9271202538875,4953.86887835973,0.000572485870112948
"ARE",8653259.64705882,"Net","vitamina",3558940654.58343,696057.23735252,900,"mcg",3954378.5050927,0.456981376542511,773.396930391688,8.93763693609448e-05
"ARE",8653259.64705882,"Net","vitaminb12",1966703101.77496,384647.584935451,2.4,"mcg",819459625.739567,94.6995304848035,160269.827056438,0.0185213241707028
"ARG",43162655.7058824,"Net","protein",4191714580.44263,819815.094942819,50,"g",83834291.6088526,1.94228761501873,16396.3018988564,0.000379872406614263
"ARG",43162655.7058824,"Net","fattyacids",133496626.17866,26109.256049024,1.4,"g",95354732.984757,2.20919522734005,18649.4686064457,0.000432074169243115
"ARG",43162655.7058824,"Net","calcium",1848768187.17668,361581.886793796,1300,"mg",1422129.37475129,0.032948143516514,278.139912918305,6.44399442920282e-06
"ARG",43162655.7058824,"Net","zinc",160326292.548022,31356.5993639785,11,"mg",14575117.5043656,0.33767888620392,2850.59994217986,6.60432009004342e-05
"ARG",43162655.7058824,"Net","iron",354118895.737732,69258.5362287761,18,"mg",19673271.9854296,0.455793826021424,3847.69645715423,8.91441083554516e-05
"ARG",43162655.7058824,"Net","vitamina",2312278649.14771,452235.213993294,900,"mcg",2569198.49905301,0.0595236427656344,502.48357110366,1.16416277656238e-05
"ARG",43162655.7058824,"Net","vitaminb12",1531247982.67355,299481.31873138,2.4,"mcg",638019992.780645,14.781759424819,124783.882804742,0.00289101494715803
"ARM",2878920.47058824,"Net","protein",0,0,50,"g",0,0,0,0
"ARM",2878920.47058824,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"ARM",2878920.47058824,"Net","calcium",0,0,1300,"mg",0,0,0,0
"ARM",2878920.47058824,"Net","zinc",0,0,11,"mg",0,0,0,0
"ARM",2878920.47058824,"Net","iron",0,0,18,"mg",0,0,0,0
"ARM",2878920.47058824,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"ARM",2878920.47058824,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"ATG",89231.9411764706,"Net","protein",0,0,50,"g",0,0,0,0
"ATG",89231.9411764706,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"ATG",89231.9411764706,"Net","calcium",0,0,1300,"mg",0,0,0,0
"ATG",89231.9411764706,"Net","zinc",0,0,11,"mg",0,0,0,0
"ATG",89231.9411764706,"Net","iron",0,0,18,"mg",0,0,0,0
"ATG",89231.9411764706,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"ATG",89231.9411764706,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"AUS",23786041.4705882,"Net","protein",25990984739.4052,5083314.05034327,50,"g",519819694.788103,21.8539808496873,101666.281006865,0.00427419926651424
"AUS",23786041.4705882,"Net","fattyacids",823858857.235114,161130.22828772,1.4,"g",588470612.310796,24.7401659094241,115093.020205515,0.00483867903567849
"AUS",23786041.4705882,"Net","calcium",5897433977.21452,1153419.51441708,1300,"mg",4536487.6747804,0.190720582085499,887.245780320829,3.73011113016817e-05
"AUS",23786041.4705882,"Net","zinc",1005935872.92214,196740.831786062,11,"mg",91448715.7201943,3.84463786600523,17885.5301623693,0.000751933867789015
"AUS",23786041.4705882,"Net","iron",2143470531.33112,419219.740139082,18,"mg",119081696.185062,5.00636881224262,23289.9855632823,0.000979145083560066
"AUS",23786041.4705882,"Net","vitamina",16077356017.9843,3144407.59201727,900,"mcg",17863728.9088714,0.751017311180601,3493.78621335252,0.000146883886403403
"AUS",23786041.4705882,"Net","vitaminb12",9288587867.72759,1816661.0341732,2.4,"mcg",3870244944.8865,162.710762514734,756942.097572168,0.0318229537482367
"AUT",8653870.11764706,"Net","protein",0,0,50,"g",0,0,0,0
"AUT",8653870.11764706,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"AUT",8653870.11764706,"Net","calcium",0,0,1300,"mg",0,0,0,0
"AUT",8653870.11764706,"Net","zinc",0,0,11,"mg",0,0,0,0
"AUT",8653870.11764706,"Net","iron",0,0,18,"mg",0,0,0,0
"AUT",8653870.11764706,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"AUT",8653870.11764706,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"AZE",9557496.64705882,"Net","protein",0,0,50,"g",0,0,0,0
"AZE",9557496.64705882,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"AZE",9557496.64705882,"Net","calcium",0,0,1300,"mg",0,0,0,0
"AZE",9557496.64705882,"Net","zinc",0,0,11,"mg",0,0,0,0
"AZE",9557496.64705882,"Net","iron",0,0,18,"mg",0,0,0,0
"AZE",9557496.64705882,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"AZE",9557496.64705882,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"BDI",10647549.6470588,"Net","protein",0,0,50,"g",0,0,0,0
"BDI",10647549.6470588,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"BDI",10647549.6470588,"Net","calcium",0,0,1300,"mg",0,0,0,0
"BDI",10647549.6470588,"Net","zinc",0,0,11,"mg",0,0,0,0
"BDI",10647549.6470588,"Net","iron",0,0,18,"mg",0,0,0,0
"BDI",10647549.6470588,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"BDI",10647549.6470588,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"BEL",11239495.7058824,"Net","protein",0,0,50,"g",0,0,0,0
"BEL",11239495.7058824,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"BEL",11239495.7058824,"Net","calcium",0,0,1300,"mg",0,0,0,0
"BEL",11239495.7058824,"Net","zinc",0,0,11,"mg",0,0,0,0
"BEL",11239495.7058824,"Net","iron",0,0,18,"mg",0,0,0,0
"BEL",11239495.7058824,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"BEL",11239495.7058824,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"BEN",11033115.8823529,"Net","protein",0,0,50,"g",0,0,0,0
"BEN",11033115.8823529,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
