"Country","Pop_avg","Source","category","net_flow_value","net_flow_value_daily","rec_intake_adults","unit","net_flow_rnis_total","rni_perc_pop_total","net_flow_rnis_daily","rni_perc_pop_daily"
"TUV",10599.1428571429,"Net","vitaminb12",-3001121390.16636,-586959.004530874,2.4,"mcg",-1250467245.90265,-117978.148116001,-244566.251887864,-23.0741537484844
"TZA",53372328.7647059,"Net","protein",87275278.4670953,17069.289745178,50,"g",1745505.56934191,0.0327043171947216,341.385794903561,6.39630690293793e-06
"TZA",53372328.7647059,"Net","fattyacids",3009667.50828696,588.630453410319,1.4,"g",2149762.50591926,0.0402785967124758,420.450323864514,7.87768369107682e-06
"TZA",53372328.7647059,"Net","calcium",46143668.5574125,9024.77382308087,1300,"mg",35495.1296595481,0.000665047422158209,6.9421337100622,1.30069904587954e-07
"TZA",53372328.7647059,"Net","zinc",3540341.85340159,692.419685781652,11,"mg",321849.259400144,0.00603026449940062,62.9472441619684,1.17939849391759e-06
"TZA",53372328.7647059,"Net","iron",7547772.62330994,1476.19257252297,18,"mg",419320.701294997,0.00785651874295366,82.0106984734983,1.53657710599524e-06
"TZA",53372328.7647059,"Net","vitamina",56509189.546339,11052.0613233599,900,"mcg",62787.9883848211,0.00117641462979111,12.2800681370665,2.30083049049699e-07
"TZA",53372328.7647059,"Net","vitaminb12",33551721.4573662,6562.04213912892,2.4,"mcg",13979883.9405692,0.261931309053426,2734.18422463705,5.12284977612803e-05
"UGA",38234151.7058824,"Net","protein",0,0,50,"g",0,0,0,0
"UGA",38234151.7058824,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"UGA",38234151.7058824,"Net","calcium",0,0,1300,"mg",0,0,0,0
"UGA",38234151.7058824,"Net","zinc",0,0,11,"mg",0,0,0,0
"UGA",38234151.7058824,"Net","iron",0,0,18,"mg",0,0,0,0
"UGA",38234151.7058824,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"UGA",38234151.7058824,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"UKR",44356531,"Net","protein",758068800.639578,148263.01596706,50,"g",15161376.0127916,0.341807072622328,2965.2603193412,6.68505911641558e-05
"UKR",44356531,"Net","fattyacids",24328388.4395485,4758.14364160933,1.4,"g",17377420.3139632,0.391766892545389,3398.67402972095,7.66217274682944e-05
"UKR",44356531,"Net","calcium",411360436.530303,80453.8307315281,1300,"mg",316431.10502331,0.00713381091554049,61.8875621011755,1.39522998543722e-06
"UKR",44356531,"Net","zinc",29619839.1250293,5793.04500782894,11,"mg",2692712.64772994,0.0607061144553874,526.640455257176,1.18728954538211e-05
"UKR",44356531,"Net","iron",62690952.0818333,12261.0897871765,18,"mg",3482830.67121296,0.0785190048160655,681.171654843137,1.53567386692872e-05
"UKR",44356531,"Net","vitamina",490741150.357238,95979.1023581534,900,"mcg",545267.944841376,0.012292844651025,106.643447064615,2.40423325856151e-06
"UKR",44356531,"Net","vitaminb12",270877712.908342,52978.2344823669,2.4,"mcg",112865713.711809,2.54451173631701,22074.2643676529,0.000497655336654998
"URY",3391922.29411765,"Net","protein",-12966198.6601148,-2535.92776454426,50,"g",-259323.973202296,-0.0764533944813598,-50.7185552908851,-1.49527468181811e-05
"URY",3391922.29411765,"Net","fattyacids",-262189.468225111,-51.2789885048134,1.4,"g",-187278.191589365,-0.0552129958620064,-36.6278489320095,-1.07985518994732e-05
"URY",3391922.29411765,"Net","calcium",-11401988.2799994,-2229.99966360246,1300,"mg",-8770.76021538413,-0.00258577863962114,-1.71538435661728,-5.05726313244893e-07
"URY",3391922.29411765,"Net","zinc",-269879.466262828,-52.7829975088652,11,"mg",-24534.4969329844,-0.00723321314746292,-4.79845431898775,-1.41467106345842e-06
"URY",3391922.29411765,"Net","iron",-465171.881194741,-90.9782673958031,18,"mg",-25842.8822885967,-0.00761894879886078,-5.05434818865573,-1.49011320142006e-06
"URY",3391922.29411765,"Net","vitamina",-15080822.3782913,-2949.50564801317,900,"mcg",-16756.4693092126,-0.00494011001910983,-3.27722849779241,-9.66186195796955e-07
"URY",3391922.29411765,"Net","vitaminb12",-3765531.05335269,-736.462165725149,2.4,"mcg",-1568971.27223029,-0.462561089607281,-306.859235718812,-9.04676490528615e-05
"USA",319834971.117647,"Net","protein",128849658257.577,25200402.5537995,50,"g",2576993165.15154,8.05725889244182,504008.05107599,0.00157583784323134
"USA",319834971.117647,"Net","fattyacids",3556937454.08198,695665.451610011,1.4,"g",2540669610.05856,7.9436892131599,496903.894007151,0.00155362589735183
"USA",319834971.117647,"Net","calcium",76648435549.0773,14990892.9296064,1300,"mg",58960335.0377518,0.184346117098196,11531.4560996972,3.60543941126923e-05
"USA",319834971.117647,"Net","zinc",4390934881.81869,858778.580445666,11,"mg",399175898.347153,1.24806833021497,78070.7800405151,0.000244097072211024
"USA",319834971.117647,"Net","iron",8982837476.22674,1756862.40489473,18,"mg",499046526.457041,1.56032507862773,97603.4669385959,0.000305168214087176
"USA",319834971.117647,"Net","vitamina",86048207937.3891,16829299.4205729,900,"mcg",95609119.9304324,0.298932663918305,18699.2215784143,5.84652188379239e-05
"USA",319834971.117647,"Net","vitaminb12",34802204145.9738,6806611.4112994,2.4,"mcg",14500918394.1558,45.3387518678243,2836088.08804142,0.008867348301941
"UZB",31405579.4117647,"Net","protein",0,0,50,"g",0,0,0,0
"UZB",31405579.4117647,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"UZB",31405579.4117647,"Net","calcium",0,0,1300,"mg",0,0,0,0
"UZB",31405579.4117647,"Net","zinc",0,0,11,"mg",0,0,0,0
"UZB",31405579.4117647,"Net","iron",0,0,18,"mg",0,0,0,0
"UZB",31405579.4117647,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"UZB",31405579.4117647,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"VCT",106837.941176471,"Net","protein",4304081.63493814,841.791831593612,50,"g",86081.6326987627,0.805721560625888,16.8358366318722,0.000157582937732425
"VCT",106837.941176471,"Net","fattyacids",166786.343449423,32.6200554370081,1.4,"g",119133.102463873,1.11508234951003,23.3000395978629,0.00021808768814982
"VCT",106837.941176471,"Net","calcium",1420085.5549198,277.740182851516,1300,"mg",1092.37350378446,0.0102245839984891,0.213646294501166,1.99972305857405e-06
"VCT",106837.941176471,"Net","zinc",207411.442620927,40.5655080424266,11,"mg",18855.5856928116,0.176487729781938,3.68777345840242,3.45174515513277e-05
"VCT",106837.941176471,"Net","iron",500826.381080059,97.9515707177898,18,"mg",27823.6878377811,0.260428903172357,5.4417539287661,5.09346573777347e-05
"VCT",106837.941176471,"Net","vitamina",2017921.26785943,394.66482844894,900,"mcg",2242.13474206603,0.0209863155109154,0.438516476054378,4.1045013711941e-06
"VCT",106837.941176471,"Net","vitaminb12",2456931.26529843,480.526357382834,2.4,"mcg",1023721.36054101,9.58200194863425,200.219315576181,0.00187404692912854
"VEN",29150716,"Net","protein",1232766600.94215,241104.361615911,50,"g",24655332.0188431,0.84578821387588,4822.08723231822,0.000165419169543493
"VEN",29150716,"Net","fattyacids",33521499.5349671,6556.13133873794,1.4,"g",23943928.2392622,0.82138388090578,4682.95095624139,0.000160646172678619
"VEN",29150716,"Net","calcium",538241658.236875,105269.246672575,1300,"mg",414032.044797596,0.0142031518127238,80.9763435942883,2.77785093149301e-06
"VEN",29150716,"Net","zinc",43982045.1210959,8602.00373970191,11,"mg",3998367.73828144,0.137161904986534,782.000339972901,2.68261108911665e-05
"VEN",29150716,"Net","iron",92219742.9566756,18036.3275878497,18,"mg",5123319.05314864,0.17575276892508,1002.01819932498,3.43737079845649e-05
"VEN",29150716,"Net","vitamina",808568994.856859,158139.838618592,900,"mcg",898409.994285399,0.0308194829343265,175.710931798435,6.02767121735312e-06
"VEN",29150716,"Net","vitaminb12",389339000.258539,76146.8805512495,2.4,"mcg",162224583.441058,5.56502912110487,31727.866896354,0.00108840780776547
"VNM",92035980.7058824,"Net","protein",8010396559.00622,1566672.51300728,50,"g",160207931.180124,1.74070977406214,31333.4502601456,0.000340447833769244
"VNM",92035980.7058824,"Net","fattyacids",191514383.941248,37456.3629847932,1.4,"g",136795988.529463,1.48633162248381,26754.544989138,0.000290696581749229
"VNM",92035980.7058824,"Net","calcium",5822076964.95765,1138681.19791857,1300,"mg",4478520.74227512,0.0486605424088112,875.908613783516,9.51702374512247e-06
"VNM",92035980.7058824,"Net","zinc",255005479.876025,49873.9448222228,11,"mg",23182316.3523659,0.251883189319721,4533.99498383844,4.92632875649757e-05
"VNM",92035980.7058824,"Net","iron",483861088.78848,94633.5006431606,18,"mg",26881171.59936,0.292072419864397,5257.41670239781,5.71234930303925e-05
"VNM",92035980.7058824,"Net","vitamina",5917536277.90201,1157351.12026247,900,"mcg",6575040.30878001,0.0714398896860973,1285.94568918052,1.39722060798156e-05
"VNM",92035980.7058824,"Net","vitaminb12",1871836157.3154,366093.517957246,2.4,"mcg",779931732.214749,8.47420461251087,152538.965815519,0.00165738404312749
"VUT",277867.523809524,"Net","protein",-41691544968.0961,-8154027.96168514,50,"g",-833830899.361923,-3000.82171507566,-163080.559233703,-0.586900394108285
"VUT",277867.523809524,"Net","fattyacids",-412492986.860388,-80675.3348054739,1.4,"g",-294637847.75742,-1060.35366680488,-57625.2391467671,-0.207383858166415
"VUT",277867.523809524,"Net","calcium",20750578639.3597,4058395.97875213,1300,"mg",15961983.5687382,57.4445813238687,3121.84306057857,0.0112350051484195
"VUT",277867.523809524,"Net","zinc",-1465102708.73623,-286544.63304053,11,"mg",-133191155.339657,-479.33329348326,-26049.5120945936,-0.0937479549155604
"VUT",277867.523809524,"Net","iron",-3455886504.94582,-675901.917650268,18,"mg",-191993694.719212,-690.954063601987,-37550.106536126,-0.135136722785446
"VUT",277867.523809524,"Net","vitamina",-34322800198.3648,-6712849.63785737,900,"mcg",-38136444.6648497,-137.246858294214,-7458.72181984153,-0.0268427260501102
"VUT",277867.523809524,"Net","vitaminb12",-10166301937.4566,-1988324.25923266,2.4,"mcg",-4235959140.60692,-15244.5276170908,-828468.441346943,-2.98152310132814
"WSM",194850.238095238,"Net","protein",27174876283.4103,5314859.43348529,50,"g",543497525.668206,2789.30901486791,106297.188669706,0.545532762540174
"WSM",194850.238095238,"Net","fattyacids",1536805924.71711,300568.340449269,1.4,"g",1097718517.65508,5633.6524316616,214691.671749478,1.10182914759664
"WSM",194850.238095238,"Net","calcium",75392572733.6473,14745271.4128002,1300,"mg",57994286.7181903,297.635185284424,11342.5164713848,0.0582114581037402
"WSM",194850.238095238,"Net","zinc",1334236388.11678,260949.811874982,11,"mg",121294217.101526,622.499712021085,23722.7101704529,0.121748427932933
"WSM",194850.238095238,"Net","iron",1661482099.2732,324952.493501506,18,"mg",92304561.0707332,473.720545445867,18052.9163056392,0.0926502142471869
"WSM",194850.238095238,"Net","vitamina",33405355420.4268,6533415.88508249,900,"mcg",37117061.578252,190.490203866777,7259.35098342499,0.0372560539539951
"WSM",194850.238095238,"Net","vitaminb12",9966809015.4311,1949307.45461199,2.4,"mcg",4152837089.76296,21312.9690287222,812211.439421662,4.16838823170785
"YEM",28514979.4117647,"Net","protein",4082412653.54546,798437.835623989,50,"g",81648253.0709091,2.86334602918292,15968.7567124798,0.000560012913980621
"YEM",28514979.4117647,"Net","fattyacids",129401732.798984,25308.3772343016,1.4,"g",92429809.1421315,3.24144751456481,18077.4123102154,0.000633961962559126
"YEM",28514979.4117647,"Net","calcium",-119990459.96217,-23467.7214868317,1300,"mg",-92300.3538170541,-0.00323690760860142,-18.052093451409,-6.3307404823028e-07
"YEM",28514979.4117647,"Net","zinc",156344277.074485,30577.7971982174,11,"mg",14213116.0976805,0.498443849193748,2779.79974529249,9.74855953830918e-05
"YEM",28514979.4117647,"Net","iron",338938706.411817,66289.5964036412,18,"mg",18829928.1339899,0.660352156039818,3682.75535575784,0.000129151604936401
"YEM",28514979.4117647,"Net","vitamina",2591133582.75451,506773.632457365,900,"mcg",2879037.31417167,0.100965786178469,563.081813841517,1.97468777974709e-05
"YEM",28514979.4117647,"Net","vitaminb12",1487566688.42545,290938.135815657,2.4,"mcg",619819453.510605,21.7366263731153,121224.223256524,0.00425124709038047
"ZAF",55328139.4117647,"Net","protein",-2125615636.74287,-415727.681741223,50,"g",-42512312.7348575,-0.768366932032019,-8314.55363482446,-0.000150277123417176
"ZAF",55328139.4117647,"Net","fattyacids",-516764871.333513,-101068.818958246,1.4,"g",-369117765.238224,-6.67142920695678,-72192.0135416045,-0.001304797419706
"ZAF",55328139.4117647,"Net","calcium",-25825270237.4717,-5050903.62555675,1300,"mg",-19865592.4903628,-0.359050434400451,-3885.3104811975,-7.02230460395953e-05
"ZAF",55328139.4117647,"Net","zinc",-270960354.343591,-52994.3974855449,11,"mg",-24632759.485781,-0.445212142458982,-4817.6724986859,-8.70745438018741e-05
"ZAF",55328139.4117647,"Net","iron",-366679414.650386,-71715.121191157,18,"mg",-20371078.5916881,-0.368186582962457,-3984.17339950872,-7.20098930104551e-05
"ZAF",55328139.4117647,"Net","vitamina",-14920178898.7764,-2918087.0132557,900,"mcg",-16577976.554196,-0.29963011101492,-3242.31890361745,-5.86016254674202e-05
"ZAF",55328139.4117647,"Net","vitaminb12",-3992785076.39003,-780908.483549781,2.4,"mcg",-1663660448.49585,-30.0689751396573,-325378.534812409,-0.00588088698213521
"ZMB",16345124.7058824,"Net","protein",0,0,50,"g",0,0,0,0
"ZMB",16345124.7058824,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"ZMB",16345124.7058824,"Net","calcium",0,0,1300,"mg",0,0,0,0
"ZMB",16345124.7058824,"Net","zinc",0,0,11,"mg",0,0,0,0
"ZMB",16345124.7058824,"Net","iron",0,0,18,"mg",0,0,0,0
"ZMB",16345124.7058824,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"ZMB",16345124.7058824,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
"ZWE",14272791.5882353,"Net","protein",0,0,50,"g",0,0,0,0
"ZWE",14272791.5882353,"Net","fattyacids",0,0,1.4,"g",0,0,0,0
"ZWE",14272791.5882353,"Net","calcium",0,0,1300,"mg",0,0,0,0
"ZWE",14272791.5882353,"Net","zinc",0,0,11,"mg",0,0,0,0
"ZWE",14272791.5882353,"Net","iron",0,0,18,"mg",0,0,0,0
"ZWE",14272791.5882353,"Net","vitamina",0,0,900,"mcg",0,0,0,0
"ZWE",14272791.5882353,"Net","vitaminb12",0,0,2.4,"mcg",0,0,0,0
