"SourceContinent","ExporterContinent","ConsumerContinent","year","Nutrient","Unit","Value"
"Americas","Oceania","PICs",2008,"Vitaminb12","mcg",97244501.8196555
"Americas","Oceania","PICs",2009,"Protein","g",25379026.7604535
"Americas","Oceania","PICs",2009,"Fattyacids","g",2359766.6916404
"Americas","Oceania","PICs",2009,"Calcium","mg",56967823.0129113
"Americas","Oceania","PICs",2009,"Zinc","mg",1408525.03270604
"Americas","Oceania","PICs",2009,"Iron","mg",1883726.58630644
"Americas","Oceania","PICs",2009,"Vitamina","mcg",37611962.0651196
"Americas","Oceania","PICs",2009,"Vitaminb12","mcg",13001674.8912841
"Americas","Oceania","PICs",2010,"Protein","g",119123159.092391
"Americas","Oceania","PICs",2010,"Fattyacids","g",10797234.6930214
"Americas","Oceania","PICs",2010,"Calcium","mg",440133660.295017
"Americas","Oceania","PICs",2010,"Zinc","mg",7459180.95285518
"Americas","Oceania","PICs",2010,"Iron","mg",12663769.7785761
"Americas","Oceania","PICs",2010,"Vitamina","mcg",270332082.852172
"Americas","Oceania","PICs",2010,"Vitaminb12","mcg",93701485.4799775
"Americas","Oceania","PICs",2011,"Protein","g",87358152.3014875
"Americas","Oceania","PICs",2011,"Fattyacids","g",7780498.66632872
"Americas","Oceania","PICs",2011,"Calcium","mg",310537422.350751
"Americas","Oceania","PICs",2011,"Zinc","mg",5386156.16633488
"Americas","Oceania","PICs",2011,"Iron","mg",9134989.96471151
"Americas","Oceania","PICs",2011,"Vitamina","mcg",192505638.623471
"Americas","Oceania","PICs",2011,"Vitaminb12","mcg",67120392.785199
"Americas","Oceania","PICs",2012,"Protein","g",67082492.7298558
"Americas","Oceania","PICs",2012,"Fattyacids","g",5893276.86842204
"Americas","Oceania","PICs",2012,"Calcium","mg",245296656.515941
"Americas","Oceania","PICs",2012,"Zinc","mg",4128691.94360467
"Americas","Oceania","PICs",2012,"Iron","mg",7137467.3083325
"Americas","Oceania","PICs",2012,"Vitamina","mcg",148943890.279491
"Americas","Oceania","PICs",2012,"Vitaminb12","mcg",52195783.7437058
"Americas","Oceania","PICs",2013,"Protein","g",16658424.6382132
"Americas","Oceania","PICs",2013,"Fattyacids","g",1320915.81267955
"Americas","Oceania","PICs",2013,"Calcium","mg",46300681.2810726
"Americas","Oceania","PICs",2013,"Zinc","mg",883117.07293593
"Americas","Oceania","PICs",2013,"Iron","mg",1402161.33354479
"Americas","Oceania","PICs",2013,"Vitamina","mcg",29735055.7700299
"Americas","Oceania","PICs",2013,"Vitaminb12","mcg",10202154.4515481
"Americas","Oceania","PICs",2014,"Protein","g",83745706.2504083
"Americas","Oceania","PICs",2014,"Fattyacids","g",7339997.24528508
"Americas","Oceania","PICs",2014,"Calcium","mg",289020989.641305
"Americas","Oceania","PICs",2014,"Zinc","mg",5051164.34470207
"Americas","Oceania","PICs",2014,"Iron","mg",8333557.90490858
"Americas","Oceania","PICs",2014,"Vitamina","mcg",180584010.784335
"Americas","Oceania","PICs",2014,"Vitaminb12","mcg",61730067.3078061
"Americas","Oceania","PICs",2015,"Protein","g",50916144.5250426
"Americas","Oceania","PICs",2015,"Fattyacids","g",4100888.72302921
"Americas","Oceania","PICs",2015,"Calcium","mg",153218752.624593
"Americas","Oceania","PICs",2015,"Zinc","mg",2895123.7419628
"Americas","Oceania","PICs",2015,"Iron","mg",4771377.72064841
"Americas","Oceania","PICs",2015,"Vitamina","mcg",94350240.9956754
"Americas","Oceania","PICs",2015,"Vitaminb12","mcg",33871336.1709916
"Americas","Oceania","PICs",2016,"Protein","g",7980549.01992447
"Americas","Oceania","PICs",2016,"Fattyacids","g",476090.614663476
"Americas","Oceania","PICs",2016,"Calcium","mg",20110152.8607817
"Americas","Oceania","PICs",2016,"Zinc","mg",418992.565159781
"Americas","Oceania","PICs",2016,"Iron","mg",558723.806023092
"Americas","Oceania","PICs",2016,"Vitamina","mcg",11300435.2870671
"Americas","Oceania","PICs",2016,"Vitaminb12","mcg",4091444.50337123
"Americas","Oceania","PICs",2017,"Protein","g",7770124.12803823
"Americas","Oceania","PICs",2017,"Fattyacids","g",659077.782413596
"Americas","Oceania","PICs",2017,"Calcium","mg",24898348.2160894
"Americas","Oceania","PICs",2017,"Zinc","mg",449568.570639604
"Americas","Oceania","PICs",2017,"Iron","mg",742287.230769763
"Americas","Oceania","PICs",2017,"Vitamina","mcg",15508508.9709466
"Americas","Oceania","PICs",2017,"Vitaminb12","mcg",5439132.85767181
"Americas","Oceania","PICs",2018,"Protein","g",6808611.95584062
"Americas","Oceania","PICs",2018,"Fattyacids","g",754706.705655637
"Americas","Oceania","PICs",2018,"Calcium","mg",14460996.5738208
"Americas","Oceania","PICs",2018,"Zinc","mg",379062.342385638
"Americas","Oceania","PICs",2018,"Iron","mg",560987.75180867
"Americas","Oceania","PICs",2018,"Vitamina","mcg",11234359.8480088
"Americas","Oceania","PICs",2018,"Vitaminb12","mcg",4245746.09648243
"Americas","Oceania","PICs",2019,"Protein","g",2187516.39380272
"Americas","Oceania","PICs",2019,"Fattyacids","g",236343.842652303
"Americas","Oceania","PICs",2019,"Calcium","mg",5583944.55889396
"Americas","Oceania","PICs",2019,"Zinc","mg",108704.207102427
"Americas","Oceania","PICs",2019,"Iron","mg",148318.618163746
"Americas","Oceania","PICs",2019,"Vitamina","mcg",3098052.48481623
"Americas","Oceania","PICs",2019,"Vitaminb12","mcg",1115629.94724924
"Americas","Oceania","PICs",2020,"Protein","g",2344528.54743912
"Americas","Oceania","PICs",2020,"Fattyacids","g",74276.9412122475
"Americas","Oceania","PICs",2020,"Calcium","mg",1670873.86273779
"Americas","Oceania","PICs",2020,"Zinc","mg",64274.5002416975
"Americas","Oceania","PICs",2020,"Iron","mg",45782.5898019463
"Americas","Oceania","PICs",2020,"Vitamina","mcg",715817.390826097
"Americas","Oceania","PICs",2020,"Vitaminb12","mcg",420507.61458618
"Americas","PICs","Africa",2008,"Protein","g",107196.975728983
"Americas","PICs","Africa",2008,"Fattyacids","g",994.064978417024
"Americas","PICs","Africa",2008,"Calcium","mg",74788.5877178952
"Americas","PICs","Africa",2008,"Zinc","mg",2305.9814546351
"Americas","PICs","Africa",2008,"Iron","mg",1371.12410816141
"Americas","PICs","Africa",2008,"Vitamina","mcg",18697.1469294738
"Americas","PICs","Africa",2008,"Vitaminb12","mcg",12464.7646196492
"Americas","PICs","Africa",2009,"Protein","g",30478882.0357908
"Americas","PICs","Africa",2009,"Fattyacids","g",443552.270519516
"Americas","PICs","Africa",2009,"Calcium","mg",29942759.0376269
"Americas","PICs","Africa",2009,"Zinc","mg",755837.282476363
"Americas","PICs","Africa",2009,"Iron","mg",626091.972600134
"Americas","PICs","Africa",2009,"Vitamina","mcg",17247168.1726033
"Americas","PICs","Africa",2009,"Vitaminb12","mcg",4198030.30473402
"Americas","PICs","Africa",2010,"Protein","g",2310562.73467712
"Americas","PICs","Africa",2010,"Fattyacids","g",98014.638700263
"Americas","PICs","Africa",2010,"Calcium","mg",3400288.77400147
"Americas","PICs","Africa",2010,"Zinc","mg",94521.4986933335
"Americas","PICs","Africa",2010,"Iron","mg",183279.396937217
"Americas","PICs","Africa",2010,"Vitamina","mcg",6057389.62053337
"Americas","PICs","Africa",2010,"Vitaminb12","mcg",774860.314053748
"Americas","PICs","Africa",2011,"Protein","g",7921673.56798208
"Americas","PICs","Africa",2011,"Fattyacids","g",749990.016444925
"Americas","PICs","Africa",2011,"Calcium","mg",31205795.6256764
"Americas","PICs","Africa",2011,"Zinc","mg",513615.14709075
"Americas","PICs","Africa",2011,"Iron","mg",877114.863964225
"Americas","PICs","Africa",2011,"Vitamina","mcg",18555481.1623092
"Americas","PICs","Africa",2011,"Vitaminb12","mcg",6512337.67314072
"Americas","PICs","Africa",2012,"Protein","g",36050.5569196622
"Americas","PICs","Africa",2012,"Fattyacids","g",1329.02799390397
"Americas","PICs","Africa",2012,"Calcium","mg",17038.8204346662
"Americas","PICs","Africa",2012,"Zinc","mg",1524.52603889119
"Americas","PICs","Africa",2012,"Iron","mg",3407.76408693325
"Americas","PICs","Africa",2012,"Vitamina","mcg",22419.5005719292
"Americas","PICs","Africa",2012,"Vitaminb12","mcg",15245.2603889119
"Americas","PICs","Africa",2013,"Protein","g",273892.337969314
"Americas","PICs","Africa",2013,"Fattyacids","g",25940.06798757
"Americas","PICs","Africa",2013,"Calcium","mg",1057891.04083386
"Americas","PICs","Africa",2013,"Zinc","mg",17607.3645837416
"Americas","PICs","Africa",2013,"Iron","mg",30432.4819965904
"Americas","PICs","Africa",2013,"Vitamina","mcg",652124.614212652
"Americas","PICs","Africa",2013,"Vitaminb12","mcg",227519.032069748
"Americas","PICs","Africa",2014,"Protein","g",1447116.84242523
"Americas","PICs","Africa",2014,"Fattyacids","g",125812.279333119
"Americas","PICs","Africa",2014,"Calcium","mg",5124876.25321422
"Americas","PICs","Africa",2014,"Zinc","mg",88014.8174039031
"Americas","PICs","Africa",2014,"Iron","mg",146427.169817594
"Americas","PICs","Africa",2014,"Vitamina","mcg",3172876.51197461
"Americas","PICs","Africa",2014,"Vitaminb12","mcg",1081471.5499401
"Americas","PICs","Africa",2015,"Protein","g",52568.4006693285
"Americas","PICs","Africa",2015,"Fattyacids","g",4978.70038085174
"Americas","PICs","Africa",2015,"Calcium","mg",203041.970839205
"Americas","PICs","Africa",2015,"Zinc","mg",3379.3971858854
"Americas","PICs","Africa",2015,"Iron","mg",5840.93340770316
"Americas","PICs","Africa",2015,"Vitamina","mcg",125162.858736496
"Americas","PICs","Africa",2015,"Vitaminb12","mcg",43667.9307147332
"Americas","PICs","Africa",2017,"Protein","g",141087.26623104
"Americas","PICs","Africa",2017,"Fattyacids","g",13362.2331509821
"Americas","PICs","Africa",2017,"Calcium","mg",544940.234648992
"Americas","PICs","Africa",2017,"Zinc","mg",9069.89568628117
"Americas","PICs","Africa",2017,"Iron","mg",15676.36291456
"Americas","PICs","Africa",2017,"Vitamina","mcg",335922.062454858
"Americas","PICs","Africa",2017,"Vitaminb12","mcg",117199.475123139
"Americas","PICs","Africa",2018,"Protein","g",50422.0075671932
"Americas","PICs","Africa",2018,"Fattyacids","g",1120.94086715239
"Americas","PICs","Africa",2018,"Calcium","mg",62349.7943035185
"Americas","PICs","Africa",2018,"Zinc","mg",1518.08194825958
"Americas","PICs","Africa",2018,"Iron","mg",1626.51637313527
"Americas","PICs","Africa",2018,"Vitamina","mcg",43373.7699502738
"Americas","PICs","Africa",2018,"Vitaminb12","mcg",6045.21918681941
"Americas","PICs","Americas",2007,"Protein","g",10488958.2400261
"Americas","PICs","Americas",2007,"Fattyacids","g",622648.445741324
"Americas","PICs","Americas",2007,"Calcium","mg",25338929.2139779
"Americas","PICs","Americas",2007,"Zinc","mg",482564.325885116
"Americas","PICs","Americas",2007,"Iron","mg",750050.162289334
"Americas","PICs","Americas",2007,"Vitamina","mcg",15834295.9462754
"Americas","PICs","Americas",2007,"Vitaminb12","mcg",5534322.3751878
"Americas","PICs","Americas",2008,"Protein","g",81427257.3838523
"Americas","PICs","Americas",2008,"Fattyacids","g",5520090.43055288
"Americas","PICs","Americas",2008,"Calcium","mg",199087887.929601
"Americas","PICs","Americas",2008,"Zinc","mg",4227454.48223255
"Americas","PICs","Americas",2008,"Iron","mg",7741915.33428714
"Americas","PICs","Americas",2008,"Vitamina","mcg",145161295.818375
"Americas","PICs","Americas",2008,"Vitaminb12","mcg",48679627.9200039
"Americas","PICs","Americas",2009,"Protein","g",39917940.5235585
"Americas","PICs","Americas",2009,"Fattyacids","g",2160906.14450169
"Americas","PICs","Americas",2009,"Calcium","mg",71946864.3703633
"Americas","PICs","Americas",2009,"Zinc","mg",1783000.24555402
"Americas","PICs","Americas",2009,"Iron","mg",3076039.77975486
"Americas","PICs","Americas",2009,"Vitamina","mcg",60124907.1025373
"Americas","PICs","Americas",2009,"Vitaminb12","mcg",17159477.4817563
"Americas","PICs","Americas",2010,"Protein","g",64223856.3649449
"Americas","PICs","Americas",2010,"Fattyacids","g",3331068.2446825
"Americas","PICs","Americas",2010,"Calcium","mg",84727304.2659513
"Americas","PICs","Americas",2010,"Zinc","mg",2899180.51702321
"Americas","PICs","Americas",2010,"Iron","mg",5507259.14904325
"Americas","PICs","Americas",2010,"Vitamina","mcg",77821398.2897158
"Americas","PICs","Americas",2010,"Vitaminb12","mcg",27318946.4689232
"Americas","PICs","Americas",2011,"Protein","g",17641165.4550823
"Americas","PICs","Americas",2011,"Fattyacids","g",651357.709705539
"Americas","PICs","Americas",2011,"Calcium","mg",10461358.2492102
"Americas","PICs","Americas",2011,"Zinc","mg",702183.759202512
"Americas","PICs","Americas",2011,"Iron","mg",1535545.37640855
"Americas","PICs","Americas",2011,"Vitamina","mcg",12476824.6514446
"Americas","PICs","Americas",2011,"Vitaminb12","mcg",6654027.49053707
"Americas","PICs","Americas",2012,"Protein","g",64201239.5860963
"Americas","PICs","Americas",2012,"Fattyacids","g",5681912.67322757
"Americas","PICs","Americas",2012,"Calcium","mg",127354555.713133
"Americas","PICs","Americas",2012,"Zinc","mg",3010224.8513104
"Americas","PICs","Americas",2012,"Iron","mg",6121835.15218427
"Americas","PICs","Americas",2012,"Vitamina","mcg",104646061.085713
"Americas","PICs","Americas",2012,"Vitaminb12","mcg",30383675.4963852
"Americas","PICs","Americas",2013,"Protein","g",11093564.6795483
"Americas","PICs","Americas",2013,"Fattyacids","g",584796.707549791
"Americas","PICs","Americas",2013,"Calcium","mg",14689703.6500144
"Americas","PICs","Americas",2013,"Zinc","mg",420711.563524293
"Americas","PICs","Americas",2013,"Iron","mg",755970.71706027
"Americas","PICs","Americas",2013,"Vitamina","mcg",15710377.3205656
"Americas","PICs","Americas",2013,"Vitaminb12","mcg",3397354.71455929
"Americas","PICs","Americas",2014,"Protein","g",28171525.9700069
"Americas","PICs","Americas",2014,"Fattyacids","g",1041751.7269503
"Americas","PICs","Americas",2014,"Calcium","mg",15925243.1213121
"Americas","PICs","Americas",2014,"Zinc","mg",842039.700652765
"Americas","PICs","Americas",2014,"Iron","mg",1645948.20151429
"Americas","PICs","Americas",2014,"Vitamina","mcg",28156571.9609021
"Americas","PICs","Americas",2014,"Vitaminb12","mcg",3936107.69082094
"Americas","PICs","Americas",2015,"Protein","g",28652046.1421429
"Americas","PICs","Americas",2015,"Fattyacids","g",1264785.35725746
"Americas","PICs","Americas",2015,"Calcium","mg",25956446.8500484
"Americas","PICs","Americas",2015,"Zinc","mg",897329.884178045
"Americas","PICs","Americas",2015,"Iron","mg",1746101.58811169
"Americas","PICs","Americas",2015,"Vitamina","mcg",29041692.6728351
"Americas","PICs","Americas",2015,"Vitaminb12","mcg",5986287.01053156
"Americas","PICs","Americas",2016,"Protein","g",53436644.3154667
"Americas","PICs","Americas",2016,"Fattyacids","g",1184311.79853494
"Americas","PICs","Americas",2016,"Calcium","mg",42426415.2879248
"Americas","PICs","Americas",2016,"Zinc","mg",1538513.06691573
"Americas","PICs","Americas",2016,"Iron","mg",2245775.77808595
"Americas","PICs","Americas",2016,"Vitamina","mcg",46557601.8055883
"Americas","PICs","Americas",2016,"Vitaminb12","mcg",7371261.71012522
"Americas","PICs","Americas",2017,"Protein","g",14033256.9874787
"Americas","PICs","Americas",2017,"Fattyacids","g",615094.063213565
"Americas","PICs","Americas",2017,"Calcium","mg",13366081.9919286
"Americas","PICs","Americas",2017,"Zinc","mg",581263.991727437
"Americas","PICs","Americas",2017,"Iron","mg",1174182.48212266
"Americas","PICs","Americas",2017,"Vitamina","mcg",13330072.20572
"Americas","PICs","Americas",2017,"Vitaminb12","mcg",5457970.66597392
"Americas","PICs","Americas",2018,"Protein","g",17680182.709053
"Americas","PICs","Americas",2018,"Fattyacids","g",1080269.77983249
"Americas","PICs","Americas",2018,"Calcium","mg",36762027.5143353
"Americas","PICs","Americas",2018,"Zinc","mg",896264.321498639
"Americas","PICs","Americas",2018,"Iron","mg",1595280.1466774
"Americas","PICs","Americas",2018,"Vitamina","mcg",26184921.776873
"Americas","PICs","Americas",2018,"Vitaminb12","mcg",9676499.43593202
"Americas","PICs","Americas",2019,"Protein","g",6635536.33495273
"Americas","PICs","Americas",2019,"Fattyacids","g",385898.946261867
"Americas","PICs","Americas",2019,"Calcium","mg",14942502.5643552
"Americas","PICs","Americas",2019,"Zinc","mg",361610.496053354
"Americas","PICs","Americas",2019,"Iron","mg",707539.540990597
"Americas","PICs","Americas",2019,"Vitamina","mcg",9138696.38226559
"Americas","PICs","Americas",2019,"Vitaminb12","mcg",4831225.27747787
"Americas","PICs","Americas",2020,"Protein","g",1218029.75367185
"Americas","PICs","Americas",2020,"Fattyacids","g",48809.0025802824
"Americas","PICs","Americas",2020,"Calcium","mg",831371.116466006
"Americas","PICs","Americas",2020,"Zinc","mg",47589.533911799
"Americas","PICs","Americas",2020,"Iron","mg",98330.0931477009
"Americas","PICs","Americas",2020,"Vitamina","mcg",965014.981637626
"Americas","PICs","Americas",2020,"Vitaminb12","mcg",436802.210532981
"Americas","PICs","Asia",2007,"Protein","g",34369608.5139728
"Americas","PICs","Asia",2007,"Fattyacids","g",3060813.5084692
"Americas","PICs","Asia",2007,"Calcium","mg",121301019.201816
"Americas","PICs","Asia",2007,"Zinc","mg",2099644.742092
"Americas","PICs","Asia",2007,"Iron","mg",3507899.30684474
"Americas","PICs","Asia",2007,"Vitamina","mcg",75930596.3865908
"Americas","PICs","Asia",2007,"Vitaminb12","mcg",26061252.0893102
"Americas","PICs","Asia",2008,"Protein","g",160787991.168854
"Americas","PICs","Asia",2008,"Fattyacids","g",16567546.0885198
"Americas","PICs","Asia",2008,"Calcium","mg",524167223.215526
"Americas","PICs","Asia",2008,"Zinc","mg",9748094.15928107
"Americas","PICs","Asia",2008,"Iron","mg",16158337.7280886
"Americas","PICs","Asia",2008,"Vitamina","mcg",349878553.63496
"Americas","PICs","Asia",2008,"Vitaminb12","mcg",123859608.175515
"Americas","PICs","Asia",2009,"Protein","g",107986626.966944
"Americas","PICs","Asia",2009,"Fattyacids","g",9540587.61144614
"Americas","PICs","Asia",2009,"Calcium","mg",356360753.765656
"Americas","PICs","Asia",2009,"Zinc","mg",6349852.90671208
"Americas","PICs","Asia",2009,"Iron","mg",10802151.754933
"Americas","PICs","Asia",2009,"Vitamina","mcg",237630662.782454
"Americas","PICs","Asia",2009,"Vitaminb12","mcg",78038505.3597866
"Americas","PICs","Asia",2010,"Protein","g",174746692.239619
"Americas","PICs","Asia",2010,"Fattyacids","g",14185930.6108892
"Americas","PICs","Asia",2010,"Calcium","mg",524930493.1646
"Americas","PICs","Asia",2010,"Zinc","mg",9536714.71191468
"Americas","PICs","Asia",2010,"Iron","mg",15737930.4455702
"Americas","PICs","Asia",2010,"Vitamina","mcg",345810966.074232
"Americas","PICs","Asia",2010,"Vitaminb12","mcg",107758056.667524
"Americas","PICs","Asia",2011,"Protein","g",12803614.1917089
"Americas","PICs","Asia",2011,"Fattyacids","g",698034.075263308
"Americas","PICs","Asia",2011,"Calcium","mg",24721649.7500249
"Americas","PICs","Asia",2011,"Zinc","mg",559119.735998948
"Americas","PICs","Asia",2011,"Iron","mg",894108.089360222
"Americas","PICs","Asia",2011,"Vitamina","mcg",17244952.4429464
"Americas","PICs","Asia",2011,"Vitaminb12","mcg",5541158.08441454
"Americas","PICs","Asia",2012,"Protein","g",262215054.999783
"Americas","PICs","Asia",2012,"Fattyacids","g",23785896.8262499
"Americas","PICs","Asia",2012,"Calcium","mg",942186958.527543
"Americas","PICs","Asia",2012,"Zinc","mg",16239549.8830097
"Americas","PICs","Asia",2012,"Iron","mg",27639149.0094118
"Americas","PICs","Asia",2012,"Vitamina","mcg",593392326.981599
"Americas","PICs","Asia",2012,"Vitaminb12","mcg",203784027.233144
"Americas","PICs","Asia",2013,"Protein","g",41121402.3109917
"Americas","PICs","Asia",2013,"Fattyacids","g",3469470.93629037
"Americas","PICs","Asia",2013,"Calcium","mg",136685545.509784
"Americas","PICs","Asia",2013,"Zinc","mg",2335951.63756621
"Americas","PICs","Asia",2013,"Iron","mg",3950320.01809484
"Americas","PICs","Asia",2013,"Vitamina","mcg",93246378.9057152
"Americas","PICs","Asia",2013,"Vitaminb12","mcg",28677472.0071314
"Americas","PICs","Asia",2014,"Protein","g",151922423.974169
"Americas","PICs","Asia",2014,"Fattyacids","g",10598267.2140733
"Americas","PICs","Asia",2014,"Calcium","mg",356053822.166248
"Americas","PICs","Asia",2014,"Zinc","mg",6191029.98707834
"Americas","PICs","Asia",2014,"Iron","mg",10840381.8836932
"Americas","PICs","Asia",2014,"Vitamina","mcg",230239871.995835
"Americas","PICs","Asia",2014,"Vitaminb12","mcg",69513646.1569126
"Americas","PICs","Asia",2015,"Protein","g",77615411.5746455
"Americas","PICs","Asia",2015,"Fattyacids","g",6251160.37738391
"Americas","PICs","Asia",2015,"Calcium","mg",216079100.207135
"Americas","PICs","Asia",2015,"Zinc","mg",2889676.80936603
"Americas","PICs","Asia",2015,"Iron","mg",4720903.31210201
"Americas","PICs","Asia",2015,"Vitamina","mcg",119038127.157388
"Americas","PICs","Asia",2015,"Vitaminb12","mcg",36340492.4966029
"Americas","PICs","Asia",2016,"Protein","g",5923694.81349586
"Americas","PICs","Asia",2016,"Fattyacids","g",79753.8661807823
"Americas","PICs","Asia",2016,"Calcium","mg",3354188.93890379
"Americas","PICs","Asia",2016,"Zinc","mg",202800.888487762
"Americas","PICs","Asia",2016,"Iron","mg",239027.101073115
"Americas","PICs","Asia",2016,"Vitamina","mcg",4034423.58916592
"Americas","PICs","Asia",2016,"Vitaminb12","mcg",727170.853231553
"Americas","PICs","Asia",2017,"Protein","g",40282508.0429703
"Americas","PICs","Asia",2017,"Fattyacids","g",1477089.20418202
"Americas","PICs","Asia",2017,"Calcium","mg",26140496.4755666
"Americas","PICs","Asia",2017,"Zinc","mg",1721237.79760156
"Americas","PICs","Asia",2017,"Iron","mg",3773114.52807342
"Americas","PICs","Asia",2017,"Vitamina","mcg",28048574.4497164
"Americas","PICs","Asia",2017,"Vitaminb12","mcg",17921603.6572466
"Americas","PICs","Asia",2018,"Protein","g",18280921.4783155
"Americas","PICs","Asia",2018,"Fattyacids","g",1391342.82208781
"Americas","PICs","Asia",2018,"Calcium","mg",55975211.5599395
"Americas","PICs","Asia",2018,"Zinc","mg",1030593.25075843
"Americas","PICs","Asia",2018,"Iron","mg",1695954.14836735
"Americas","PICs","Asia",2018,"Vitamina","mcg",35328980.4171105
"Americas","PICs","Asia",2018,"Vitaminb12","mcg",11958543.3331375
"Americas","PICs","Asia",2019,"Protein","g",12960999.6173856
"Americas","PICs","Asia",2019,"Fattyacids","g",992509.879419862
"Americas","PICs","Asia",2019,"Calcium","mg",39570905.3605535
"Americas","PICs","Asia",2019,"Zinc","mg",745556.87439633
"Americas","PICs","Asia",2019,"Iron","mg",1276738.67983698
"Americas","PICs","Asia",2019,"Vitamina","mcg",24414971.5629167
"Americas","PICs","Asia",2019,"Vitaminb12","mcg",8948517.24097188
"Americas","PICs","Asia",2020,"Protein","g",171697.006337775
"Americas","PICs","Asia",2020,"Fattyacids","g",3868.80180331322
"Americas","PICs","Asia",2020,"Calcium","mg",87443.7230783005
"Americas","PICs","Asia",2020,"Zinc","mg",6250.02413742821
"Americas","PICs","Asia",2020,"Iron","mg",11787.4338749369
"Americas","PICs","Asia",2020,"Vitamina","mcg",110755.383559234
"Americas","PICs","Asia",2020,"Vitaminb12","mcg",48804.589181622
"Americas","PICs","Europe",2007,"Protein","g",25567381.1995721
"Americas","PICs","Europe",2007,"Fattyacids","g",2388022.43734254
"Americas","PICs","Europe",2007,"Calcium","mg",95131427.7436705
"Americas","PICs","Europe",2007,"Zinc","mg",1611590.29543369
"Americas","PICs","Europe",2007,"Iron","mg",2794492.80172377
"Americas","PICs","Europe",2007,"Vitamina","mcg",59267517.4524245
"Americas","PICs","Europe",2007,"Vitaminb12","mcg",20676503.6303421
"Americas","PICs","Europe",2008,"Protein","g",27400682.0395298
"Americas","PICs","Europe",2008,"Fattyacids","g",2036930.54592436
"Americas","PICs","Europe",2008,"Calcium","mg",73324768.201946
"Americas","PICs","Europe",2008,"Zinc","mg",1547793.89003797
"Americas","PICs","Europe",2008,"Iron","mg",2878030.25310878
"Americas","PICs","Europe",2008,"Vitamina","mcg",48434390.1643434
"Americas","PICs","Europe",2008,"Vitaminb12","mcg",18801349.2756024
"Americas","PICs","Europe",2009,"Protein","g",13741924.2449128
"Americas","PICs","Europe",2009,"Fattyacids","g",503373.278886721
"Americas","PICs","Europe",2009,"Calcium","mg",6502269.03220543
"Americas","PICs","Europe",2009,"Zinc","mg",578179.387436681
"Americas","PICs","Europe",2009,"Iron","mg",1292784.68730848
"Americas","PICs","Europe",2009,"Vitamina","mcg",8510651.00553389
"Americas","PICs","Europe",2009,"Vitaminb12","mcg",5775310.63006504
"Americas","PICs","Europe",2010,"Protein","g",37735741.4937965
"Americas","PICs","Europe",2010,"Fattyacids","g",1406069.99996013
"Americas","PICs","Europe",2010,"Calcium","mg",20704739.4119892
"Americas","PICs","Europe",2010,"Zinc","mg",1550425.74947674
"Americas","PICs","Europe",2010,"Iron","mg",3395994.99987843
"Americas","PICs","Europe",2010,"Vitamina","mcg",24362539.2250549
"Americas","PICs","Europe",2010,"Vitaminb12","mcg",15346053.6748968
"Americas","PICs","Europe",2011,"Protein","g",70815764.2927164
"Americas","PICs","Europe",2011,"Fattyacids","g",2088684.3229246
"Americas","PICs","Europe",2011,"Calcium","mg",51393724.7997704
"Americas","PICs","Europe",2011,"Zinc","mg",2526765.07186062
"Americas","PICs","Europe",2011,"Iron","mg",4611565.38133381
"Americas","PICs","Europe",2011,"Vitamina","mcg",57152084.3054794
"Americas","PICs","Europe",2011,"Vitaminb12","mcg",21351574.9621624
"Americas","PICs","Europe",2012,"Protein","g",24630018.4292156
"Americas","PICs","Europe",2012,"Fattyacids","g",712568.90596612
"Americas","PICs","Europe",2012,"Calcium","mg",16427812.1129974
"Americas","PICs","Europe",2012,"Zinc","mg",877535.709935882
"Americas","PICs","Europe",2012,"Iron","mg",1631055.23088375
"Americas","PICs","Europe",2012,"Vitamina","mcg",16890790.8649996
"Americas","PICs","Europe",2012,"Vitaminb12","mcg",7757685.88942914
"Americas","PICs","Europe",2013,"Protein","g",26898962.8563856
"Americas","PICs","Europe",2013,"Fattyacids","g",1065837.38728248
"Americas","PICs","Europe",2013,"Calcium","mg",30868529.3135359
"Americas","PICs","Europe",2013,"Zinc","mg",1091694.05820345
"Americas","PICs","Europe",2013,"Iron","mg",2042273.17719898
"Americas","PICs","Europe",2013,"Vitamina","mcg",26504392.7991177
"Americas","PICs","Europe",2013,"Vitaminb12","mcg",10702930.6952055
"Americas","PICs","Europe",2014,"Protein","g",32085779.283496
"Americas","PICs","Europe",2014,"Fattyacids","g",1363171.99055811
"Americas","PICs","Europe",2014,"Calcium","mg",37288191.3214991
"Americas","PICs","Europe",2014,"Zinc","mg",1186658.70051045
"Americas","PICs","Europe",2014,"Iron","mg",2304469.52608083
"Americas","PICs","Europe",2014,"Vitamina","mcg",28536771.9360938
"Americas","PICs","Europe",2014,"Vitaminb12","mcg",11762441.9642485
"Americas","PICs","Europe",2015,"Protein","g",85244423.5790348
"Americas","PICs","Europe",2015,"Fattyacids","g",3507496.2474079
"Americas","PICs","Europe",2015,"Calcium","mg",83050394.80182
"Americas","PICs","Europe",2015,"Zinc","mg",3281335.26520912
"Americas","PICs","Europe",2015,"Iron","mg",6543560.96009893
"Americas","PICs","Europe",2015,"Vitamina","mcg",65131272.1108745
"Americas","PICs","Europe",2015,"Vitaminb12","mcg",32438534.5284184
"Americas","PICs","Europe",2016,"Protein","g",66065318.8265647
"Americas","PICs","Europe",2016,"Fattyacids","g",2127902.10455269
