"SourceContinent","ExporterContinent","ConsumerContinent","year","Nutrient","Unit","Value"
"Oceania","PICs","PICs",2008,"Protein","g",3115849.28697444
"Oceania","PICs","PICs",2008,"Fattyacids","g",166265.681910601
"Oceania","PICs","PICs",2008,"Calcium","mg",2087322.33361536
"Oceania","PICs","PICs",2008,"Zinc","mg",170696.740979578
"Oceania","PICs","PICs",2008,"Iron","mg",252324.740164593
"Oceania","PICs","PICs",2008,"Vitamina","mcg",1617838.77726267
"Oceania","PICs","PICs",2008,"Vitaminb12","mcg",1927848.89668871
"Oceania","PICs","PICs",2009,"Protein","g",938900.30341519
"Oceania","PICs","PICs",2009,"Fattyacids","g",39425.2658725476
"Oceania","PICs","PICs",2009,"Calcium","mg",780538.946411954
"Oceania","PICs","PICs",2009,"Zinc","mg",39255.3068973413
"Oceania","PICs","PICs",2009,"Iron","mg",60367.3950227147
"Oceania","PICs","PICs",2009,"Vitamina","mcg",861689.346174615
"Oceania","PICs","PICs",2009,"Vitaminb12","mcg",412118.317035673
"Oceania","PICs","PICs",2010,"Protein","g",254236.669250365
"Oceania","PICs","PICs",2010,"Fattyacids","g",13557.1444460039
"Oceania","PICs","PICs",2010,"Calcium","mg",155307.799121263
"Oceania","PICs","PICs",2010,"Zinc","mg",14202.2292495903
"Oceania","PICs","PICs",2010,"Iron","mg",21751.0042465403
"Oceania","PICs","PICs",2010,"Vitamina","mcg",113696.957692358
"Oceania","PICs","PICs",2010,"Vitaminb12","mcg",160643.403651328
"Oceania","PICs","PICs",2011,"Protein","g",172448.062231903
"Oceania","PICs","PICs",2011,"Fattyacids","g",5948.90189774775
"Oceania","PICs","PICs",2011,"Calcium","mg",122527.697326422
"Oceania","PICs","PICs",2011,"Zinc","mg",6396.59101600487
"Oceania","PICs","PICs",2011,"Iron","mg",9962.33136639637
"Oceania","PICs","PICs",2011,"Vitamina","mcg",232314.346280266
"Oceania","PICs","PICs",2011,"Vitaminb12","mcg",58748.8112686398
"Oceania","PICs","PICs",2013,"Protein","g",26253659.0931428
"Oceania","PICs","PICs",2013,"Fattyacids","g",1464242.61382687
"Oceania","PICs","PICs",2013,"Calcium","mg",16577603.0262922
"Oceania","PICs","PICs",2013,"Zinc","mg",1519589.77369713
"Oceania","PICs","PICs",2013,"Iron","mg",2211071.71638046
"Oceania","PICs","PICs",2013,"Vitamina","mcg",11058791.1165727
"Oceania","PICs","PICs",2013,"Vitaminb12","mcg",17404795.5147272
"Oceania","PICs","PICs",2014,"Protein","g",7540120.12039267
"Oceania","PICs","PICs",2014,"Fattyacids","g",419988.802799226
"Oceania","PICs","PICs",2014,"Calcium","mg",4756549.30562273
"Oceania","PICs","PICs",2014,"Zinc","mg",435980.293762988
"Oceania","PICs","PICs",2014,"Iron","mg",635323.042023569
"Oceania","PICs","PICs",2014,"Vitamina","mcg",3181903.74246778
"Oceania","PICs","PICs",2014,"Vitaminb12","mcg",4991776.57583183
"Oceania","PICs","PICs",2015,"Protein","g",28363547.6560972
"Oceania","PICs","PICs",2015,"Fattyacids","g",1581063.67856162
"Oceania","PICs","PICs",2015,"Calcium","mg",17914355.7730163
"Oceania","PICs","PICs",2015,"Zinc","mg",1640861.90215944
"Oceania","PICs","PICs",2015,"Iron","mg",2387510.75377947
"Oceania","PICs","PICs",2015,"Vitamina","mcg",11988247.5183885
"Oceania","PICs","PICs",2015,"Vitaminb12","mcg",18790346.6237774
"Oceania","PICs","PICs",2016,"Protein","g",20271496.1268057
"Oceania","PICs","PICs",2016,"Fattyacids","g",952608.761698795
"Oceania","PICs","PICs",2016,"Calcium","mg",13645573.6732702
"Oceania","PICs","PICs",2016,"Zinc","mg",1033698.83652248
"Oceania","PICs","PICs",2016,"Iron","mg",1518310.38200886
"Oceania","PICs","PICs",2016,"Vitamina","mcg",10195670.9508311
"Oceania","PICs","PICs",2016,"Vitaminb12","mcg",11188201.0788493
"Oceania","PICs","PICs",2017,"Protein","g",9035231.90684581
"Oceania","PICs","PICs",2017,"Fattyacids","g",503853.185457906
"Oceania","PICs","PICs",2017,"Calcium","mg",5704634.22492863
"Oceania","PICs","PICs",2017,"Zinc","mg",522912.883094945
"Oceania","PICs","PICs",2017,"Iron","mg",760980.290705261
"Oceania","PICs","PICs",2017,"Vitamina","mcg",3806618.05691209
"Oceania","PICs","PICs",2017,"Vitaminb12","mcg",5989021.93951039
"Oceania","PICs","PICs",2018,"Protein","g",19212515.043304
"Oceania","PICs","PICs",2018,"Fattyacids","g",1063274.80448993
"Oceania","PICs","PICs",2018,"Calcium","mg",12260525.6377269
"Oceania","PICs","PICs",2018,"Zinc","mg",1101668.45222215
"Oceania","PICs","PICs",2018,"Iron","mg",1605103.34018153
"Oceania","PICs","PICs",2018,"Vitamina","mcg",8469368.38010866
"Oceania","PICs","PICs",2018,"Vitaminb12","mcg",12586893.4718855
"Oceania","PICs","PICs",2019,"Protein","g",26715380.6237761
"Oceania","PICs","PICs",2019,"Fattyacids","g",1487520.97140978
"Oceania","PICs","PICs",2019,"Calcium","mg",16881407.2686875
"Oceania","PICs","PICs",2019,"Zinc","mg",1543795.22683708
"Oceania","PICs","PICs",2019,"Iron","mg",2246271.02024734
"Oceania","PICs","PICs",2019,"Vitamina","mcg",11371065.1752639
"Oceania","PICs","PICs",2019,"Vitaminb12","mcg",17671305.2507341
"PICs","Africa","Africa",2007,"Protein","g",7281572.83227102
"PICs","Africa","Africa",2007,"Fattyacids","g",237483.215604155
"PICs","Africa","Africa",2007,"Calcium","mg",3463021.84170792
"PICs","Africa","Africa",2007,"Zinc","mg",286405.239070005
"PICs","Africa","Africa",2007,"Iron","mg",617057.809227246
"PICs","Africa","Africa",2007,"Vitamina","mcg",4737279.57441224
"PICs","Africa","Africa",2007,"Vitaminb12","mcg",2697721.00045377
"PICs","Africa","Africa",2008,"Protein","g",10783508.4275077
"PICs","Africa","Africa",2008,"Fattyacids","g",330707.97796208
"PICs","Africa","Africa",2008,"Calcium","mg",7109174.23895533
"PICs","Africa","Africa",2008,"Zinc","mg",410271.245817369
"PICs","Africa","Africa",2008,"Iron","mg",871638.864915778
"PICs","Africa","Africa",2008,"Vitamina","mcg",7288129.96062647
"PICs","Africa","Africa",2008,"Vitaminb12","mcg",3711922.36543573
"PICs","Africa","Africa",2009,"Protein","g",10937054.1906756
"PICs","Africa","Africa",2009,"Fattyacids","g",343002.992395468
"PICs","Africa","Africa",2009,"Calcium","mg",22150768.8987925
"PICs","Africa","Africa",2009,"Zinc","mg",394074.956785419
"PICs","Africa","Africa",2009,"Iron","mg",906223.907858948
"PICs","Africa","Africa",2009,"Vitamina","mcg",7799392.21710332
"PICs","Africa","Africa",2009,"Vitaminb12","mcg",3533811.90407414
"PICs","Africa","Africa",2010,"Protein","g",24051045.3754562
"PICs","Africa","Africa",2010,"Fattyacids","g",687295.119903419
"PICs","Africa","Africa",2010,"Calcium","mg",13974370.153544
"PICs","Africa","Africa",2010,"Zinc","mg",868158.610334032
"PICs","Africa","Africa",2010,"Iron","mg",1713988.8058296
"PICs","Africa","Africa",2010,"Vitamina","mcg",16775753.5362617
"PICs","Africa","Africa",2010,"Vitaminb12","mcg",7245488.71982537
"PICs","Africa","Africa",2011,"Protein","g",42899013.7466755
"PICs","Africa","Africa",2011,"Fattyacids","g",1425069.4228353
"PICs","Africa","Africa",2011,"Calcium","mg",41441778.563716
"PICs","Africa","Africa",2011,"Zinc","mg",1660376.4915263
"PICs","Africa","Africa",2011,"Iron","mg",3613770.8368144
"PICs","Africa","Africa",2011,"Vitamina","mcg",29814674.5814083
"PICs","Africa","Africa",2011,"Vitaminb12","mcg",15081977.3304052
"PICs","Africa","Africa",2012,"Protein","g",23651910.660602
"PICs","Africa","Africa",2012,"Fattyacids","g",720223.273223339
"PICs","Africa","Africa",2012,"Calcium","mg",11858946.4680232
"PICs","Africa","Africa",2012,"Zinc","mg",883489.951716186
"PICs","Africa","Africa",2012,"Iron","mg",1837328.27721082
"PICs","Africa","Africa",2012,"Vitamina","mcg",16089206.2350399
"PICs","Africa","Africa",2012,"Vitaminb12","mcg",7808618.27443858
"PICs","Africa","Africa",2013,"Protein","g",23107540.6290082
"PICs","Africa","Africa",2013,"Fattyacids","g",549290.898843132
"PICs","Africa","Africa",2013,"Calcium","mg",11001206.3383628
"PICs","Africa","Africa",2013,"Zinc","mg",768835.549590435
"PICs","Africa","Africa",2013,"Iron","mg",1495058.15429594
"PICs","Africa","Africa",2013,"Vitamina","mcg",16413835.9413873
"PICs","Africa","Africa",2013,"Vitaminb12","mcg",6101256.13865961
"PICs","Africa","Africa",2014,"Protein","g",28232867.9144298
"PICs","Africa","Africa",2014,"Fattyacids","g",978825.398953525
"PICs","Africa","Africa",2014,"Calcium","mg",21181897.3258632
"PICs","Africa","Africa",2014,"Zinc","mg",1042679.35613487
"PICs","Africa","Africa",2014,"Iron","mg",2115569.86956502
"PICs","Africa","Africa",2014,"Vitamina","mcg",18002378.6962424
"PICs","Africa","Africa",2014,"Vitaminb12","mcg",9524038.74497788
"PICs","Africa","Africa",2015,"Protein","g",51154074.462125
"PICs","Africa","Africa",2015,"Fattyacids","g",1634105.59001971
"PICs","Africa","Africa",2015,"Calcium","mg",25397756.1582522
"PICs","Africa","Africa",2015,"Zinc","mg",1998080.89757903
"PICs","Africa","Africa",2015,"Iron","mg",4229182.23521129
"PICs","Africa","Africa",2015,"Vitamina","mcg",33413850.6313951
"PICs","Africa","Africa",2015,"Vitaminb12","mcg",18428186.1780675
"PICs","Africa","Africa",2016,"Protein","g",67861308.8931118
"PICs","Africa","Africa",2016,"Fattyacids","g",1956157.64357476
"PICs","Africa","Africa",2016,"Calcium","mg",38488808.7122921
"PICs","Africa","Africa",2016,"Zinc","mg",2473268.46303782
"PICs","Africa","Africa",2016,"Iron","mg",4937598.09262715
"PICs","Africa","Africa",2016,"Vitamina","mcg",46789436.8794072
"PICs","Africa","Africa",2016,"Vitaminb12","mcg",21033991.1357779
"PICs","Africa","Africa",2017,"Protein","g",53857535.9540544
"PICs","Africa","Africa",2017,"Fattyacids","g",1225304.5188984
"PICs","Africa","Africa",2017,"Calcium","mg",21051273.7254075
"PICs","Africa","Africa",2017,"Zinc","mg",1762666.10877855
"PICs","Africa","Africa",2017,"Iron","mg",3560802.83342705
"PICs","Africa","Africa",2017,"Vitamina","mcg",36923939.3520016
"PICs","Africa","Africa",2017,"Vitaminb12","mcg",14460009.2926786
"PICs","Africa","Africa",2018,"Protein","g",53832725.3514519
"PICs","Africa","Africa",2018,"Fattyacids","g",1578166.38057527
"PICs","Africa","Africa",2018,"Calcium","mg",30080677.6459956
"PICs","Africa","Africa",2018,"Zinc","mg",1900957.96761574
"PICs","Africa","Africa",2018,"Iron","mg",3757094.39983974
"PICs","Africa","Africa",2018,"Vitamina","mcg",37290003.308061
"PICs","Africa","Africa",2018,"Vitaminb12","mcg",16252395.2504704
"PICs","Africa","Africa",2019,"Protein","g",61338341.9959414
"PICs","Africa","Africa",2019,"Fattyacids","g",2073451.46935023
"PICs","Africa","Africa",2019,"Calcium","mg",30597382.6601521
"PICs","Africa","Africa",2019,"Zinc","mg",2450974.93423983
"PICs","Africa","Africa",2019,"Iron","mg",5308166.34327022
"PICs","Africa","Africa",2019,"Vitamina","mcg",39360334.5033897
"PICs","Africa","Africa",2019,"Vitaminb12","mcg",23350345.5625679
"PICs","Africa","Africa",2020,"Protein","g",56765082.4139035
"PICs","Africa","Africa",2020,"Fattyacids","g",1655411.45035732
"PICs","Africa","Africa",2020,"Calcium","mg",36176361.6564439
"PICs","Africa","Africa",2020,"Zinc","mg",2017868.06491611
"PICs","Africa","Africa",2020,"Iron","mg",3877179.11540358
"PICs","Africa","Africa",2020,"Vitamina","mcg",39778380.6835864
"PICs","Africa","Africa",2020,"Vitaminb12","mcg",16658995.5530667
"PICs","Africa","Americas",2007,"Protein","g",1661223.44709145
"PICs","Africa","Americas",2007,"Fattyacids","g",26323.7788714509
"PICs","Africa","Americas",2007,"Calcium","mg",1002237.30265852
"PICs","Africa","Americas",2007,"Zinc","mg",46203.8090042361
"PICs","Africa","Americas",2007,"Iron","mg",71461.0737800767
"PICs","Africa","Americas",2007,"Vitamina","mcg",1285060.46425839
"PICs","Africa","Americas",2007,"Vitaminb12","mcg",258433.794184969
"PICs","Africa","Americas",2008,"Protein","g",492003.534671069
"PICs","Africa","Americas",2008,"Fattyacids","g",8884.57485336978
"PICs","Africa","Americas",2008,"Calcium","mg",225755.099125573
"PICs","Africa","Americas",2008,"Zinc","mg",14634.5694499486
"PICs","Africa","Americas",2008,"Iron","mg",26355.0754452572
"PICs","Africa","Americas",2008,"Vitamina","mcg",360058.591571672
"PICs","Africa","Americas",2008,"Vitaminb12","mcg",101550.160516682
"PICs","Africa","Americas",2009,"Protein","g",1926316.68669912
"PICs","Africa","Americas",2009,"Fattyacids","g",65117.0920280493
"PICs","Africa","Americas",2009,"Calcium","mg",2073762.04882474
"PICs","Africa","Americas",2009,"Zinc","mg",52426.1900861011
"PICs","Africa","Americas",2009,"Iron","mg",101182.733476588
"PICs","Africa","Americas",2009,"Vitamina","mcg",1005473.44139946
"PICs","Africa","Americas",2009,"Vitaminb12","mcg",498397.898491545
"PICs","Africa","Americas",2010,"Protein","g",4130470.60392973
"PICs","Africa","Americas",2010,"Fattyacids","g",84133.6271753023
"PICs","Africa","Americas",2010,"Calcium","mg",3864102.65099589
"PICs","Africa","Americas",2010,"Zinc","mg",120334.307032275
"PICs","Africa","Americas",2010,"Iron","mg",157208.169529225
"PICs","Africa","Americas",2010,"Vitamina","mcg",3426136.62092209
"PICs","Africa","Americas",2010,"Vitaminb12","mcg",555925.062388423
"PICs","Africa","Americas",2011,"Protein","g",6504300.79600863
"PICs","Africa","Americas",2011,"Fattyacids","g",229613.092198022
"PICs","Africa","Americas",2011,"Calcium","mg",2960886.76979249
"PICs","Africa","Americas",2011,"Zinc","mg",226216.955354259
"PICs","Africa","Americas",2011,"Iron","mg",475422.66930957
"PICs","Africa","Americas",2011,"Vitamina","mcg",5188307.21025145
"PICs","Africa","Americas",2011,"Vitaminb12","mcg",1633743.84550106
"PICs","Africa","Americas",2012,"Protein","g",10334587.9850309
"PICs","Africa","Americas",2012,"Fattyacids","g",223907.178980612
"PICs","Africa","Americas",2012,"Calcium","mg",10289599.3510919
"PICs","Africa","Americas",2012,"Zinc","mg",296589.525865446
"PICs","Africa","Americas",2012,"Iron","mg",364611.981266138
"PICs","Africa","Americas",2012,"Vitamina","mcg",8913687.45354116
"PICs","Africa","Americas",2012,"Vitaminb12","mcg",1154807.28395359
"PICs","Africa","Americas",2013,"Protein","g",28137743.7447527
"PICs","Africa","Americas",2013,"Fattyacids","g",424062.417569594
"PICs","Africa","Americas",2013,"Calcium","mg",8473331.86465129
"PICs","Africa","Americas",2013,"Zinc","mg",767258.512003825
"PICs","Africa","Americas",2013,"Iron","mg",1418252.31252182
"PICs","Africa","Americas",2013,"Vitamina","mcg",20934198.4779881
"PICs","Africa","Americas",2013,"Vitaminb12","mcg",4950147.84083691
"PICs","Africa","Americas",2014,"Protein","g",8635094.13569397
"PICs","Africa","Americas",2014,"Fattyacids","g",271646.772434855
"PICs","Africa","Americas",2014,"Calcium","mg",5334656.86585008
"PICs","Africa","Americas",2014,"Zinc","mg",318520.306910771
"PICs","Africa","Americas",2014,"Iron","mg",628813.282253547
"PICs","Africa","Americas",2014,"Vitamina","mcg",6192442.15018659
"PICs","Africa","Americas",2014,"Vitaminb12","mcg",2595102.99069939
"PICs","Africa","Americas",2015,"Protein","g",6160355.26838871
"PICs","Africa","Americas",2015,"Fattyacids","g",95611.6922096396
"PICs","Africa","Americas",2015,"Calcium","mg",2201038.95824955
"PICs","Africa","Americas",2015,"Zinc","mg",168497.663495769
"PICs","Africa","Americas",2015,"Iron","mg",299126.538941193
"PICs","Africa","Americas",2015,"Vitamina","mcg",4635682.64144042
"PICs","Africa","Americas",2015,"Vitaminb12","mcg",1022359.41199638
"PICs","Africa","Americas",2016,"Protein","g",31808843.7405502
"PICs","Africa","Americas",2016,"Fattyacids","g",1012680.57944764
"PICs","Africa","Americas",2016,"Calcium","mg",25197082.5108476
"PICs","Africa","Americas",2016,"Zinc","mg",1227012.17513446
"PICs","Africa","Americas",2016,"Iron","mg",2685836.7887756
"PICs","Africa","Americas",2016,"Vitamina","mcg",20942972.8763481
"PICs","Africa","Americas",2016,"Vitaminb12","mcg",11407716.5039894
"PICs","Africa","Americas",2017,"Protein","g",3532552.44591708
"PICs","Africa","Americas",2017,"Fattyacids","g",105736.155970804
"PICs","Africa","Americas",2017,"Calcium","mg",1908505.712973
"PICs","Africa","Americas",2017,"Zinc","mg",126982.198837498
"PICs","Africa","Americas",2017,"Iron","mg",254748.599398348
"PICs","Africa","Americas",2017,"Vitamina","mcg",2526953.3710566
"PICs","Africa","Americas",2017,"Vitaminb12","mcg",1035284.7874279
"PICs","Africa","Americas",2018,"Protein","g",20984010.6813983
"PICs","Africa","Americas",2018,"Fattyacids","g",666064.571126926
"PICs","Africa","Americas",2018,"Calcium","mg",11620200.1676554
"PICs","Africa","Americas",2018,"Zinc","mg",803458.133167344
"PICs","Africa","Americas",2018,"Iron","mg",1658782.05863238
"PICs","Africa","Americas",2018,"Vitamina","mcg",14200014.972898
"PICs","Africa","Americas",2018,"Vitaminb12","mcg",7153004.57993172
"PICs","Africa","Americas",2019,"Protein","g",8967440.08724769
"PICs","Africa","Americas",2019,"Fattyacids","g",282932.038919738
"PICs","Africa","Americas",2019,"Calcium","mg",5918551.67061634
"PICs","Africa","Americas",2019,"Zinc","mg",339312.861020328
"PICs","Africa","Americas",2019,"Iron","mg",668452.786467874
"PICs","Africa","Americas",2019,"Vitamina","mcg",6265352.22764528
"PICs","Africa","Americas",2019,"Vitaminb12","mcg",2877711.81476976
"PICs","Africa","Americas",2020,"Protein","g",9869853.75823889
"PICs","Africa","Americas",2020,"Fattyacids","g",198567.267187147
"PICs","Africa","Americas",2020,"Calcium","mg",8760952.18099874
"PICs","Africa","Americas",2020,"Zinc","mg",295038.573549688
"PICs","Africa","Americas",2020,"Iron","mg",403526.132220265
"PICs","Africa","Americas",2020,"Vitamina","mcg",7894827.0687226
"PICs","Africa","Americas",2020,"Vitaminb12","mcg",1503785.06275056
"PICs","Africa","Asia",2007,"Protein","g",1682538.3760024
"PICs","Africa","Asia",2007,"Fattyacids","g",22471.2578872456
"PICs","Africa","Asia",2007,"Calcium","mg",767570.821205386
"PICs","Africa","Asia",2007,"Zinc","mg",44765.8319404515
"PICs","Africa","Asia",2007,"Iron","mg",72844.5890708585
"PICs","Africa","Asia",2007,"Vitamina","mcg",1277826.67587764
"PICs","Africa","Asia",2007,"Vitaminb12","mcg",255975.695084495
"PICs","Africa","Asia",2008,"Protein","g",5345099.22035406
"PICs","Africa","Asia",2008,"Fattyacids","g",100562.637072819
"PICs","Africa","Asia",2008,"Calcium","mg",58078158.1469722
"PICs","Africa","Asia",2008,"Zinc","mg",172594.558060073
"PICs","Africa","Asia",2008,"Iron","mg",623255.013810912
"PICs","Africa","Asia",2008,"Vitamina","mcg",7123365.7691707
"PICs","Africa","Asia",2008,"Vitaminb12","mcg",668026.582916372
"PICs","Africa","Asia",2009,"Protein","g",53510441.1557125
"PICs","Africa","Asia",2009,"Fattyacids","g",3082252.32938315
"PICs","Africa","Asia",2009,"Calcium","mg",106527641.878248
"PICs","Africa","Asia",2009,"Zinc","mg",1495164.62748138
"PICs","Africa","Asia",2009,"Iron","mg",3015829.79568201
"PICs","Africa","Asia",2009,"Vitamina","mcg",15352367.5261909
"PICs","Africa","Asia",2009,"Vitaminb12","mcg",18763364.6574854
"PICs","Africa","Asia",2010,"Protein","g",8049595.25838124
"PICs","Africa","Asia",2010,"Fattyacids","g",214766.839992934
"PICs","Africa","Asia",2010,"Calcium","mg",5254394.45074682
"PICs","Africa","Asia",2010,"Zinc","mg",275985.285095819
"PICs","Africa","Asia",2010,"Iron","mg",510801.07154635
"PICs","Africa","Asia",2010,"Vitamina","mcg",5869760.00980056
"PICs","Africa","Asia",2010,"Vitaminb12","mcg",2090906.42196284
"PICs","Africa","Asia",2011,"Protein","g",39412828.9374636
"PICs","Africa","Asia",2011,"Fattyacids","g",958737.889358717
"PICs","Africa","Asia",2011,"Calcium","mg",42266712.4245127
"PICs","Africa","Asia",2011,"Zinc","mg",1253866.29385492
"PICs","Africa","Asia",2011,"Iron","mg",1682885.67151041
"PICs","Africa","Asia",2011,"Vitamina","mcg",32345778.2193455
"PICs","Africa","Asia",2011,"Vitaminb12","mcg",6604169.45127923
"PICs","Africa","Asia",2012,"Protein","g",17409981.9648179
"PICs","Africa","Asia",2012,"Fattyacids","g",483226.522399707
"PICs","Africa","Asia",2012,"Calcium","mg",17643616.8875658
"PICs","Africa","Asia",2012,"Zinc","mg",540744.335928084
"PICs","Africa","Asia",2012,"Iron","mg",870262.240562161
"PICs","Africa","Asia",2012,"Vitamina","mcg",12689487.517296
"PICs","Africa","Asia",2012,"Vitaminb12","mcg",3602186.80337638
"PICs","Africa","Asia",2013,"Protein","g",11861914.3142272
"PICs","Africa","Asia",2013,"Fattyacids","g",134106.36900936
"PICs","Africa","Asia",2013,"Calcium","mg",4683044.84885564
"PICs","Africa","Asia",2013,"Zinc","mg",310522.856076003
"PICs","Africa","Asia",2013,"Iron","mg",520704.145927661
"PICs","Africa","Asia",2013,"Vitamina","mcg",9066752.18660322
"PICs","Africa","Asia",2013,"Vitaminb12","mcg",1715967.27844043
"PICs","Africa","Asia",2014,"Protein","g",13492156.4438625
"PICs","Africa","Asia",2014,"Fattyacids","g",445469.910666329
"PICs","Africa","Asia",2014,"Calcium","mg",13349519.6374204
"PICs","Africa","Asia",2014,"Zinc","mg",530563.741625139
"PICs","Africa","Asia",2014,"Iron","mg",918437.068054329
"PICs","Africa","Asia",2014,"Vitamina","mcg",8746654.2292737
"PICs","Africa","Asia",2014,"Vitaminb12","mcg",4057462.06677153
"PICs","Africa","Asia",2015,"Protein","g",19524591.6373047
"PICs","Africa","Asia",2015,"Fattyacids","g",452901.361120758
"PICs","Africa","Asia",2015,"Calcium","mg",14398185.8557352
"PICs","Africa","Asia",2015,"Zinc","mg",698579.333803093
"PICs","Africa","Asia",2015,"Iron","mg",1012958.15176342
"PICs","Africa","Asia",2015,"Vitamina","mcg",13788160.5264256
"PICs","Africa","Asia",2015,"Vitaminb12","mcg",3823302.13252721
"PICs","Africa","Asia",2016,"Protein","g",98799057.2592865
"PICs","Africa","Asia",2016,"Fattyacids","g",1785150.90534123
"PICs","Africa","Asia",2016,"Calcium","mg",1193018085.22672
"PICs","Africa","Asia",2016,"Zinc","mg",2684195.37196781
"PICs","Africa","Asia",2016,"Iron","mg",9409331.15920557
"PICs","Africa","Asia",2016,"Vitamina","mcg",81180849.5954461
"PICs","Africa","Asia",2016,"Vitaminb12","mcg",18218454.2033568
"PICs","Africa","Asia",2017,"Protein","g",31783091.8635813
"PICs","Africa","Asia",2017,"Fattyacids","g",806823.442376502
"PICs","Africa","Asia",2017,"Calcium","mg",17523088.9202408
"PICs","Africa","Asia",2017,"Zinc","mg",902970.915948772
"PICs","Africa","Asia",2017,"Iron","mg",1592574.56798643
"PICs","Africa","Asia",2017,"Vitamina","mcg",24221303.1399904
"PICs","Africa","Asia",2017,"Vitaminb12","mcg",6633735.95214526
"PICs","Africa","Asia",2018,"Protein","g",31874258.8693013
"PICs","Africa","Asia",2018,"Fattyacids","g",936367.902814163
"PICs","Africa","Asia",2018,"Calcium","mg",18268957.2155896
"PICs","Africa","Asia",2018,"Zinc","mg",1015402.53289238
"PICs","Africa","Asia",2018,"Iron","mg",1829290.63627109
"PICs","Africa","Asia",2018,"Vitamina","mcg",23175472.9442251
"PICs","Africa","Asia",2018,"Vitaminb12","mcg",8092692.67438176
"PICs","Africa","Asia",2019,"Protein","g",19619654.6018071
"PICs","Africa","Asia",2019,"Fattyacids","g",745944.42629281
"PICs","Africa","Asia",2019,"Calcium","mg",15838468.5588828
"PICs","Africa","Asia",2019,"Zinc","mg",697301.466826891
"PICs","Africa","Asia",2019,"Iron","mg",1249151.54923921
"PICs","Africa","Asia",2019,"Vitamina","mcg",14488371.0737999
"PICs","Africa","Asia",2019,"Vitaminb12","mcg",5932903.15294878
"PICs","Africa","Asia",2020,"Protein","g",37146209.4946724
"PICs","Africa","Asia",2020,"Fattyacids","g",1173873.18468566
"PICs","Africa","Asia",2020,"Calcium","mg",42260309.0334274
"PICs","Africa","Asia",2020,"Zinc","mg",1090179.01139355
"PICs","Africa","Asia",2020,"Iron","mg",1531047.9418476
"PICs","Africa","Asia",2020,"Vitamina","mcg",30811255.4909606
"PICs","Africa","Asia",2020,"Vitaminb12","mcg",7030742.34066147
"PICs","Africa","Europe",2007,"Protein","g",43419142.6176775
"PICs","Africa","Europe",2007,"Fattyacids","g",746817.075452906
"PICs","Africa","Europe",2007,"Calcium","mg",23396979.3800995
"PICs","Africa","Europe",2007,"Zinc","mg",1255714.86765091
"PICs","Africa","Europe",2007,"Iron","mg",2107316.5316094
"PICs","Africa","Europe",2007,"Vitamina","mcg",32683338.7468326
"PICs","Africa","Europe",2007,"Vitaminb12","mcg",7924928.93421548
"PICs","Africa","Europe",2008,"Protein","g",19270555.4394399
"PICs","Africa","Europe",2008,"Fattyacids","g",487736.429228685
"PICs","Africa","Europe",2008,"Calcium","mg",26389045.1777635
"PICs","Africa","Europe",2008,"Zinc","mg",609456.393688095
"PICs","Africa","Europe",2008,"Iron","mg",1207165.7329294
"PICs","Africa","Europe",2008,"Vitamina","mcg",15964750.0568269
"PICs","Africa","Europe",2008,"Vitaminb12","mcg",3846951.89940095
"PICs","Africa","Europe",2009,"Protein","g",34942861.9299522
"PICs","Africa","Europe",2009,"Fattyacids","g",1330287.14606868
"PICs","Africa","Europe",2009,"Calcium","mg",44298991.6718703
"PICs","Africa","Europe",2009,"Zinc","mg",967032.985987122
"PICs","Africa","Europe",2009,"Iron","mg",1881569.02023502
"PICs","Africa","Europe",2009,"Vitamina","mcg",17327067.531886
"PICs","Africa","Europe",2009,"Vitaminb12","mcg",9564031.50520031
"PICs","Africa","Europe",2010,"Protein","g",52392072.3168483
"PICs","Africa","Europe",2010,"Fattyacids","g",972090.768651112
"PICs","Africa","Europe",2010,"Calcium","mg",30002480.2847915
"PICs","Africa","Europe",2010,"Zinc","mg",1501432.00739475
"PICs","Africa","Europe",2010,"Iron","mg",2473047.42205637
"PICs","Africa","Europe",2010,"Vitamina","mcg",40782199.9549332
"PICs","Africa","Europe",2010,"Vitaminb12","mcg",8764489.00884034
"PICs","Africa","Europe",2011,"Protein","g",91112863.2687255
"PICs","Africa","Europe",2011,"Fattyacids","g",2863727.6285875
"PICs","Africa","Europe",2011,"Calcium","mg",56343079.2439897
"PICs","Africa","Europe",2011,"Zinc","mg",3319901.92594719
"PICs","Africa","Europe",2011,"Iron","mg",6536925.36183089
"PICs","Africa","Europe",2011,"Vitamina","mcg",66405553.0929086
"PICs","Africa","Europe",2011,"Vitaminb12","mcg",26576653.5928536
"PICs","Africa","Europe",2012,"Protein","g",128142574.697722
"PICs","Africa","Europe",2012,"Fattyacids","g",2253975.93126227
"PICs","Africa","Europe",2012,"Calcium","mg",84263473.9373407
"PICs","Africa","Europe",2012,"Zinc","mg",3579448.95720479
"PICs","Africa","Europe",2012,"Iron","mg",5427768.74195206
"PICs","Africa","Europe",2012,"Vitamina","mcg",101670763.756889
"PICs","Africa","Europe",2012,"Vitaminb12","mcg",18838407.6580177
"PICs","Africa","Europe",2013,"Protein","g",221391459.078487
"PICs","Africa","Europe",2013,"Fattyacids","g",2853263.85095838
"PICs","Africa","Europe",2013,"Calcium","mg",67393604.0881164
"PICs","Africa","Europe",2013,"Zinc","mg",5953921.79956729
